Date,Firm,To Grade,From Grade,Action,ABV
2015-01-09,Barclays,Overweight,Equal-Weight,up,CPG
2015-03-12,Raymond James,Outperform,Market Perform,up,CPG
2015-04-24,UBS,Buy,,init,CPG
2015-05-18,Goldman Sachs,Neutral,Buy,down,CPG
2015-07-22,Barclays,Equal-Weight,Overweight,down,CPG
2015-08-14,UBS,Neutral,Buy,down,CPG
2015-10-29,Barclays,Overweight,Equal-Weight,up,CPG
2016-07-22,Barclays,Overweight,Equal-Weight,up,CPG
2016-09-09,Dundee,Neutral,Buy,down,CPG
2016-11-11,National Bank Financial,Outperform,,init,CPG
2016-11-11,Dundee,Buy,Neutral,up,CPG
2019-04-11,Macquarie,Outperform,Neutral,up,CPG
2021-02-19,RBC Capital,Sector Perform,,main,CPG
