Date,Firm,To Grade,From Grade,Action,ABV
2012-05-01,Benchmark,Hold,,main,QNST
2012-07-17,Bank of America,Underperform,Neutral,down,QNST
2012-10-31,Raymond James,Market Perform,Outperform,down,QNST
2013-01-30,Bank of America,Underperform,,main,QNST
2013-01-30,JP Morgan,Neutral,,main,QNST
2014-08-13,Credit Suisse,Underperform,,main,QNST
2014-10-31,Credit Suisse,Underperform,,main,QNST
2016-05-02,Stephens & Co.,Overweight,Equal-Weight,up,QNST
2017-11-28,Barrington Research,Outperform,,init,QNST
2018-06-21,Northland Securities,Outperform,,init,QNST
2018-06-27,Craig-Hallum,Buy,,init,QNST
2018-10-05,William Blair,Outperform,,init,QNST
2020-09-03,Barrington Research,Outperform,Market Perform,up,QNST
