Date,Firm,To Grade,From Grade,Action,ABV
2012-03-28,Stifel Nicolaus,Buy,,up,MKL
2012-08-09,Bank of America,Underperform,,main,MKL
2012-12-20,Stifel Nicolaus,Hold,Buy,down,MKL
2013-05-01,Bank of America,Underperform,,main,MKL
2014-11-10,Keefe Bruyette & Woods,Market Perform,,main,MKL
2015-05-08,Keefe Bruyette & Woods,Market Perform,,main,MKL
2015-05-08,RBC Capital,Outperform,,main,MKL
2015-08-07,RBC Capital,,Outperform,down,MKL
2016-04-14,William Blair,Outperform,Market Perform,up,MKL
2016-08-04,SunTrust Robinson Humphrey,Neutral,,main,MKL
2016-11-17,William Blair,Market Perform,Outperform,down,MKL
2018-04-11,Argus,Hold,,init,MKL
2019-05-24,Deutsche Bank,Hold,,init,MKL
2019-12-05,RBC Capital,Outperform,Sector Perform,up,MKL
2020-02-25,Deutsche Bank,Hold,,main,MKL
2020-04-08,RBC Capital,Outperform,,main,MKL
2020-04-14,Deutsche Bank,Hold,,main,MKL
2020-04-30,SunTrust Robinson Humphrey,Hold,,main,MKL
2020-07-30,Deutsche Bank,Hold,,main,MKL
2020-07-30,SunTrust Robinson Humphrey,Hold,,main,MKL
2020-10-29,Deutsche Bank,Hold,,main,MKL
2021-02-04,Deutsche Bank,Hold,,main,MKL
2021-11-04,RBC Capital,Outperform,,main,MKL
2021-11-08,Truist Securities,Hold,,main,MKL
