Date,Firm,To Grade,From Grade,Action,ABV
2013-03-11,Keefe Bruyette & Woods,Outperform,,init,CNOBP
2014-01-08,Raymond James,Strong Buy,,init,CNOBP
2014-07-09,Guggenheim,Buy,,init,CNOBP
2014-10-15,Sterne Agee,Buy,Neutral,up,CNOBP
2015-04-28,Keefe Bruyette & Woods,Outperform,,main,CNOBP
2015-07-28,Keefe Bruyette & Woods,Outperform,,main,CNOBP
2015-12-15,Maxim Group,Buy,,init,CNOBP
2016-03-07,PiperJaffray,Overweight,,init,CNOBP
2016-06-01,FBR Capital,Outperform,,init,CNOBP
2018-04-03,Raymond James,Strong Buy,Strong Buy,main,CNOBP
2019-07-09,Stephens & Co.,Overweight,Equal-Weight,up,CNOBP
2020-01-02,Stephens & Co.,Overweight,,main,CNOBP
2020-05-01,Raymond James,Strong Buy,,main,CNOBP
2020-07-31,"Keefe, Bruyette & Woods",Outperform,,main,CNOBP
2020-12-17,Piper Sandler,Overweight,,init,CNOBP
2021-01-29,Raymond James,Strong Buy,,main,CNOBP
2021-02-18,Seaport Global,Buy,,init,CNOBP
2021-07-30,Raymond James,Strong Buy,,main,CNOBP
