Date,Firm,To Grade,From Grade,Action,ABV
2011-12-30,Guggenheim,Sell,,down,LMT
2012-04-11,Deutsche Bank,Hold,,main,LMT
2012-04-27,Credit Suisse,Neutral,,main,LMT
2012-04-27,JP Morgan,Neutral,,main,LMT
2012-07-17,Citigroup,Buy,,main,LMT
2012-07-18,Deutsche Bank,Hold,,main,LMT
2012-09-13,UBS,Neutral,,main,LMT
2012-10-16,Citigroup,Buy,,main,LMT
2012-10-25,Deutsche Bank,Hold,,main,LMT
2012-11-05,Barclays,Equal-Weight,,main,LMT
2012-11-26,Bernstein,Outperform,Market Perform,up,LMT
2012-11-30,CRT Capital,Fair Value,Sell,up,LMT
2013-01-09,Citigroup,Buy,,main,LMT
2013-01-25,Deutsche Bank,Hold,,main,LMT
2013-01-25,Credit Suisse,Neutral,,main,LMT
2013-01-25,Jefferies,Hold,,main,LMT
2013-01-29,Bank of America,Underperform,,main,LMT
2013-02-14,Cowen & Co.,Neutral,Outperform,down,LMT
2013-04-11,Drexel Hamilton,Hold,Sell,up,LMT
2013-04-23,Drexel Hamilton,Buy,Hold,up,LMT
2013-05-30,Goldman Sachs,Buy,Neutral,up,LMT
2013-07-10,Deutsche Bank,Hold,,main,LMT
2013-07-24,Bank of America,Neutral,Underperform,up,LMT
2013-07-24,Jefferies,Hold,,main,LMT
2013-08-19,UBS,Sell,Neutral,down,LMT
2013-09-05,RBC Capital,Sector Perform,Outperform,down,LMT
2013-10-31,Jefferies,Hold,,main,LMT
2013-11-15,Jefferies,Hold,,main,LMT
2014-01-07,Bank of America,Buy,Neutral,up,LMT
2014-01-24,Citigroup,Buy,,main,LMT
2014-03-05,Morgan Stanley,Overweight,,init,LMT
2014-04-07,Deutsche Bank,Hold,,main,LMT
2014-04-09,Citigroup,Buy,,main,LMT
2014-04-23,JP Morgan,Neutral,,main,LMT
2014-04-23,Credit Suisse,Neutral,,main,LMT
2014-06-19,FBR Capital,Outperform,,main,LMT
2014-07-23,JP Morgan,Neutral,,main,LMT
2014-07-23,Deutsche Bank,Hold,,main,LMT
2014-07-23,Citigroup,Buy,,main,LMT
2014-08-11,Barclays,Equal-Weight,,main,LMT
2014-09-30,Stifel,Buy,Hold,up,LMT
2014-10-23,Argus,Buy,Hold,up,LMT
2014-11-10,Barclays,Equal-Weight,,main,LMT
2014-12-01,Jefferies,Hold,,main,LMT
2014-12-19,Citigroup,Buy,,main,LMT
2015-01-05,Deutsche Bank,Hold,,main,LMT
2015-01-28,Jefferies,Hold,,main,LMT
2015-01-28,JP Morgan,Neutral,,main,LMT
2015-01-29,Citigroup,Buy,,main,LMT
2015-02-12,Barclays,Equal-Weight,,main,LMT
2015-03-19,Deutsche Bank,Hold,,main,LMT
