Date,Firm,To Grade,From Grade,Action,ABV
2013-07-10,Sandler O'Neill,Hold,Buy,down,HBNC
2013-11-14,FIG Partners,Outperform,Market Perform,up,HBNC
2014-07-24,Sandler O'Neill,Buy,Hold,up,HBNC
2014-10-24,Keefe Bruyette & Woods,Market Perform,,main,HBNC
2015-02-20,Keefe Bruyette & Woods,Market Perform,,main,HBNC
2015-08-07,Keefe Bruyette & Woods,Outperform,Market Perform,up,HBNC
2015-10-02,Stephens & Co.,Overweight,,init,HBNC
2016-01-07,Sandler O'Neill,Hold,Buy,down,HBNC
2016-03-14,Fig Partners,Outperform,Market Perform,up,HBNC
2016-07-28,Keefe Bruyette & Woods,Outperform,,main,HBNC
2016-10-06,PiperJaffray,Overweight,,init,HBNC
2018-11-01,Raymond James,Outperform,Outperform,main,HBNC
2020-05-04,Piper Sandler,Overweight,,main,HBNC
2020-10-30,Raymond James,Outperform,,main,HBNC
2021-02-01,Raymond James,Outperform,,main,HBNC
2021-07-29,Raymond James,Outperform,,main,HBNC
2021-08-26,Raymond James,Outperform,,main,HBNC
2021-10-29,Raymond James,Strong Buy,Outperform,up,HBNC
2021-12-03,Raymond James,Strong Buy,,main,HBNC
