Date,Firm,To Grade,From Grade,Action,ABV
2012-05-10,Deutsche Bank,Hold,,main,FCN
2012-07-09,Deutsche Bank,Hold,,main,FCN
2012-08-03,Deutsche Bank,Hold,,main,FCN
2012-11-09,Deutsche Bank,Hold,,main,FCN
2013-02-25,Northland Securities,Outperform,Market Perform,up,FCN
2013-03-01,Deutsche Bank,Hold,,main,FCN
2013-11-15,Deutsche Bank,Hold,,main,FCN
2013-12-11,Stifel Nicolaus,Hold,,init,FCN
2013-12-12,Stifel Nicolaus,Hold,,init,FCN
2014-02-21,Macquarie,Neutral,,main,FCN
2014-06-18,Deutsche Bank,Hold,,main,FCN
2014-06-23,Macquarie,Outperform,Neutral,up,FCN
2014-09-24,William Blair,Outperform,Market Perform,up,FCN
2014-09-29,Avondale Partners,Market Outperform,Market Perform,up,FCN
2014-10-06,Stifel,Buy,Hold,up,FCN
2014-10-31,Deutsche Bank,Hold,,main,FCN
2015-06-19,Deutsche Bank,Hold,,main,FCN
2015-10-30,SunTrust Robinson Humphrey,Buy,,main,FCN
2016-03-11,William Blair,Market Perform,Outperform,down,FCN
2016-08-18,Deutsche Bank,Hold,,init,FCN
2016-10-31,Avondale Partners,Market Perform,Market Outperform,down,FCN
2017-01-06,SunTrust Robinson Humphrey,Hold,Buy,down,FCN
2019-07-10,SunTrust Robinson Humphrey,Buy,Hold,up,FCN
2019-07-23,Sidoti & Co.,Buy,,main,FCN
2019-10-10,Sidoti & Co.,Buy,,main,FCN
2019-10-25,Sidoti & Co.,Buy,,main,FCN
2020-05-01,Sidoti & Co.,Buy,Neutral,up,FCN
2021-05-07,Berenberg,Buy,,init,FCN
