Date,Firm,To Grade,From Grade,Action,ABV
2014-03-21,Wunderlich,Buy,,main,VTNR
2014-03-26,Wunderlich,Buy,,main,VTNR
2014-04-09,Wunderlich,Buy,,main,VTNR
2014-08-21,Stifel Nicolaus,Buy,,init,VTNR
2014-09-04,Imperial Capital,Outperform,,init,VTNR
2014-11-14,Imperial Capital,Outperform,,main,VTNR
2014-11-25,Seaport Global,Speculative Buy,,init,VTNR
2015-01-05,Stifel Nicolaus,Buy,,main,VTNR
2015-04-01,Craig-Hallum,Hold,Buy,down,VTNR
2015-04-02,Stifel Nicolaus,Buy,,main,VTNR
2015-07-22,Imperial Capital,In-Line,Outperform,down,VTNR
2016-05-20,Craig-Hallum,Buy,Hold,up,VTNR
2016-10-05,Roth Capital,Neutral,,init,VTNR
2021-05-14,Stifel,Buy,Hold,up,VTNR
2021-05-28,HC Wainwright & Co.,Buy,,main,VTNR
2021-10-04,Stifel,Buy,,main,VTNR
2021-12-01,Credit Suisse,Outperform,,init,VTNR
