Date,Firm,To Grade,From Grade,Action,ABV
2014-03-03,PiperJaffray,Overweight,,init,RVNC
2014-03-03,Cowen & Co.,Outperform,,init,RVNC
2014-03-03,BMO Capital,Outperform,,init,RVNC
2015-11-23,Guggenheim,Buy,,init,RVNC
2016-03-15,Brean Capital,Buy,,init,RVNC
2016-03-23,SunTrust Robinson Humphrey,Buy,,init,RVNC
2016-06-14,Brean Capital,Hold,Buy,down,RVNC
2016-11-29,Aegis Capital,Buy,,init,RVNC
2017-07-21,Cantor Fitzgerald,Overweight,,init,RVNC
2017-08-22,JMP Securities,Market Outperform,,init,RVNC
2017-11-17,Mizuho,Buy,,init,RVNC
2017-11-27,Barclays,Overweight,,init,RVNC
2017-12-06,Guggenheim,Buy,,init,RVNC
2018-01-09,Guggenheim,Neutral,Buy,down,RVNC
2018-03-05,Goldman Sachs,Buy,,init,RVNC
2018-09-17,JMP Securities,Market Perform,Market Outperform,down,RVNC
2018-11-16,Guggenheim,Buy,Neutral,up,RVNC
2019-01-29,Stifel Nicolaus,Buy,,init,RVNC
2019-02-14,H.C. Wainwright,Buy,,init,RVNC
2019-02-15,Wells Fargo,Market Perform,,init,RVNC
2019-06-11,Barclays,Overweight,,init,RVNC
2019-10-30,Wells Fargo,Outperform,Market Perform,up,RVNC
2019-12-02,Goldman Sachs,Buy,,init,RVNC
2020-01-23,Mizuho,Buy,,main,RVNC
2020-02-18,Piper Sandler,Overweight,,main,RVNC
2020-02-25,Needham,Buy,,main,RVNC
2020-02-25,Piper Sandler,Overweight,,reit,RVNC
2020-03-23,Goldman Sachs,Neutral,Buy,down,RVNC
2020-03-27,H.C. Wainwright,Buy,,reit,RVNC
2020-04-01,Mizuho,Buy,,main,RVNC
2020-04-16,Stifel,Buy,,main,RVNC
2020-10-15,Needham,Buy,,main,RVNC
2021-01-08,Needham,Buy,,main,RVNC
2021-02-23,HC Wainwright & Co.,Buy,,main,RVNC
2021-08-06,Barclays,Overweight,,main,RVNC
2021-10-13,HC Wainwright & Co.,Buy,,main,RVNC
2021-10-18,HC Wainwright & Co.,Buy,,main,RVNC
2021-10-18,Needham,Buy,,main,RVNC
2021-10-25,Wells Fargo,Equal-Weight,Overweight,down,RVNC
2021-10-26,Barclays,Overweight,,main,RVNC
