Date,Firm,To Grade,From Grade,Action,ABV
2016-06-13,Citigroup,Buy,,init,MRUS
2016-06-13,Wedbush,Outperform,,init,MRUS
2016-06-13,Guggenheim,Buy,,init,MRUS
2016-11-07,Citigroup,Neutral,Buy,down,MRUS
2016-12-22,Citigroup,Buy,Neutral,up,MRUS
2017-03-21,Citigroup,Neutral,Buy,down,MRUS
2017-09-15,RBC Capital,Outperform,,init,MRUS
2018-01-02,RBC Capital,Sector Perform,Outperform,down,MRUS
2018-07-27,Wedbush,Outperform,Outperform,main,MRUS
2019-03-15,Citigroup,Neutral,Neutral,main,MRUS
2019-03-21,Citigroup,Neutral,Neutral,main,MRUS
2019-04-03,RBC Capital,Outperform,Sector Perform,up,MRUS
2019-04-05,Wedbush,Outperform,Outperform,main,MRUS
2019-04-12,Guggenheim,Buy,,init,MRUS
2019-06-28,Roth Capital,Buy,,init,MRUS
2020-05-18,Guggenheim,Buy,,main,MRUS
2020-05-27,RBC Capital,Sector Perform,Outperform,down,MRUS
2020-06-26,HC Wainwright & Co.,Buy,,init,MRUS
2021-03-16,SVB Leerink,Outperform,,init,MRUS
2021-03-17,HC Wainwright & Co.,Buy,,main,MRUS
2021-03-17,RBC Capital,Sector Perform,,main,MRUS
2021-04-08,William Blair,Outperform,,init,MRUS
2021-06-07,Citigroup,Buy,Neutral,up,MRUS
2021-10-08,SVB Leerink,Outperform,,main,MRUS
2021-11-03,RBC Capital,Sector Perform,,main,MRUS
2021-11-12,HC Wainwright & Co.,Buy,,main,MRUS
2022-02-10,Needham,Buy,,init,MRUS
2022-02-11,BMO Capital,Outperform,,init,MRUS
