Date,Firm,To Grade,From Grade,Action,ABV
2012-07-26,BMO Capital,Market Perform,Outperform,down,BGCP
2012-07-27,CLSA,Sell,Underperform,down,BGCP
2012-11-19,Raymond James,Strong Buy,Outperform,up,BGCP
2013-02-15,BMO Capital,Market Perform,,main,BGCP
2013-04-02,BMO Capital,Market Perform,,main,BGCP
2013-05-31,Raymond James,Outperform,Strong Buy,down,BGCP
2014-06-24,Raymond James,Outperform,,main,BGCP
2014-09-25,BMO Capital,Market Perform,,init,BGCP
2015-02-11,Keefe Bruyette & Woods,Outperform,Market Perform,up,BGCP
2015-02-12,Keefe Bruyette & Woods,Outperform,Market Perform,up,BGCP
2015-04-02,Raymond James,Outperform,,main,BGCP
2015-04-14,Keefe Bruyette & Woods,Outperform,,main,BGCP
2015-07-06,Raymond James,Strong Buy,Outperform,up,BGCP
2018-10-26,Raymond James,Strong Buy,Strong Buy,main,BGCP
2020-03-27,Raymond James,Market Perform,Strong Buy,down,BGCP
