Date,Firm,To Grade,From Grade,Action,ABV
2012-08-17,Barrington Research,Outperform,,main,ACCO
2013-01-18,Barclays,Equal-Weight,,init,ACCO
2013-04-18,Sidoti & Co.,Buy,,init,ACCO
2013-07-03,Credit Suisse,Neutral,Outperform,down,ACCO
2013-10-31,CJS Securities,Market Perform,Market Outperform,down,ACCO
2014-10-30,KeyBanc,Hold,,down,ACCO
2014-10-30,Barclays,Equal-Weight,,main,ACCO
2014-11-03,Barrington Research,Outperform,,main,ACCO
2015-02-12,Barclays,Equal-Weight,,main,ACCO
2020-11-12,KeyBanc,Overweight,Sector Weight,up,ACCO
