Date,Firm,To Grade,From Grade,Action,ABV
2012-02-29,Citigroup,Neutral,,main,TGP
2012-08-13,Citigroup,Neutral,,main,TGP
2013-02-25,Raymond James,Outperform,Strong Buy,down,TGP
2013-03-27,RBC Capital,Sector Perform,Outperform,down,TGP
2013-04-17,Global Hunter Securities,Buy,,init,TGP
2013-05-14,UBS,Neutral,Neutral,main,TGP
2014-01-06,Seaport Global,Neutral,Buy,down,TGP
2014-02-20,Morgan Stanley,Equal-Weight,,main,TGP
2014-03-28,Citigroup,Neutral,,main,TGP
2014-08-27,Seaport Global,,,up,TGP
2014-11-21,Citigroup,Neutral,,main,TGP
2014-12-10,ABN Amro,Hold,,init,TGP
2015-07-06,JP Morgan,Overweight,,init,TGP
2015-08-07,UBS,,Neutral,up,TGP
2015-12-17,Seaport Global,Neutral,Accumulate,down,TGP
2016-03-01,Morgan Stanley,Equal-Weight,,main,TGP
2016-06-14,UBS,Buy,,main,TGP
2016-09-09,Wells Fargo,Outperform,Market Perform,up,TGP
2016-09-13,Jefferies,Hold,,init,TGP
2016-11-21,Stifel Nicolaus,Hold,,init,TGP
2017-11-10,UBS,Buy,,main,TGP
2018-02-12,Morgan Stanley,Equal-Weight,Equal-Weight,main,TGP
2018-02-13,Citigroup,Neutral,Neutral,main,TGP
2018-06-13,Morgan Stanley,Equal-Weight,Equal-Weight,main,TGP
2018-10-11,Deutsche Bank,Hold,,init,TGP
2018-11-28,Stifel Nicolaus,Buy,Hold,up,TGP
2019-01-22,Morgan Stanley,Overweight,Equal-Weight,up,TGP
2020-09-16,B. Riley FBR,Buy,,init,TGP
2021-01-29,Jefferies,Hold,,main,TGP
2021-10-05,Stifel,Hold,Buy,down,TGP
