Date,Firm,To Grade,From Grade,Action,ABV
2012-07-24,Jefferies,Buy,,main,STNG
2012-09-13,Global Hunter Securities,Buy,,init,STNG
2013-01-24,RS Platou Markets,Buy,,main,STNG
2013-01-24,Clarksons Platou,Outperform,,main,STNG
2013-02-27,RS Platou Markets,Buy,,main,STNG
2013-03-12,Pareto Securities,Buy,,init,STNG
2013-03-28,RS Platou Markets,Buy,,main,STNG
2013-04-03,Credit Suisse,Neutral,,init,STNG
2013-07-18,Stifel Nicolaus,Buy,,init,STNG
2013-08-20,SEB Enskilda,Buy,,init,STNG
2013-08-26,Morgan Stanley,Equal-Weight,Overweight,down,STNG
2013-10-22,Jefferies,Buy,,main,STNG
2013-10-29,Stifel Nicolaus,Buy,,main,STNG
2014-03-14,UBS,Buy,,init,STNG
2014-04-21,Jefferies,Buy,,main,STNG
2014-06-13,DNB Markets,Sell,Buy,down,STNG
2014-08-14,Credit Suisse,Outperform,Neutral,up,STNG
2014-09-24,Swedbank,Neutral,Buy,down,STNG
2014-10-07,GMP Securities,Buy,,init,STNG
2014-10-23,DNB Markets,Hold,Sell,up,STNG
2014-11-06,Swedbank,Buy,Neutral,up,STNG
2014-11-11,MLV & Co.,Buy,,init,STNG
2015-01-06,Seaport Global,Accumulate,,init,STNG
2015-01-26,Credit Suisse,Outperform,,main,STNG
2015-03-05,Danske Bank,Buy,,init,STNG
2015-04-06,Seaport Global,Neutral,Accumulate,down,STNG
2015-05-04,DNB Markets,Buy,Hold,up,STNG
2015-05-18,JP Morgan,Neutral,,init,STNG
2015-07-20,JP Morgan,Overweight,Neutral,up,STNG
2015-07-21,Bank of America,Buy,,init,STNG
2015-12-15,Deutsche Bank,Hold,,init,STNG
2016-01-19,Jefferies,Buy,,main,STNG
2016-02-18,Deutsche Bank,Buy,Hold,up,STNG
2016-02-29,Credit Suisse,Outperform,,main,STNG
2016-07-01,ABN Amro,Hold,Sell,up,STNG
2016-07-26,UBS,Neutral,Buy,down,STNG
2016-07-27,Jefferies,Buy,,main,STNG
2016-10-03,Clarksons Platou,Neutral,Buy,down,STNG
2016-10-17,Credit Suisse,Outperform,,main,STNG
2016-11-15,Deutsche Bank,Hold,Buy,down,STNG
2017-01-17,Bank of America,Underperform,Buy,down,STNG
2017-02-14,Morgan Stanley,Overweight,Equal-Weight,up,STNG
2017-02-15,Clarksons Platou,Buy,Neutral,up,STNG
2017-02-22,ABN Amro,Buy,Hold,up,STNG
2017-05-12,Bank of America,Buy,Underperform,up,STNG
2017-11-13,UBS,Buy,Neutral,up,STNG
2017-11-17,Morgan Stanley,Overweight,,main,STNG
2018-02-12,Morgan Stanley,Overweight,Overweight,main,STNG
2018-02-15,Credit Suisse,Outperform,Outperform,main,STNG
2018-03-19,Bank of America,Buy,Buy,main,STNG
2018-04-25,Morgan Stanley,Overweight,Overweight,main,STNG
2018-08-01,Morgan Stanley,Overweight,Overweight,main,STNG
2018-08-01,Bank of America,Buy,Buy,main,STNG
2018-09-27,BTIG Research,Buy,,init,STNG
2019-01-23,JP Morgan,Neutral,Overweight,down,STNG
2019-03-04,B. Riley FBR,Buy,Neutral,up,STNG
2019-05-16,JP Morgan,Overweight,Neutral,up,STNG
2019-08-01,Stifel Nicolaus,Buy,,main,STNG
2019-10-17,Stifel Nicolaus,Hold,Buy,down,STNG
2020-03-09,Stifel,Buy,Hold,up,STNG
2020-03-09,DNB Markets,Hold,Buy,down,STNG
2020-06-04,Pareto,Hold,Buy,down,STNG
2020-06-19,B. Riley FBR,Buy,,main,STNG
2020-09-10,B of A Securities,Buy,,main,STNG
2020-10-19,Stifel,Buy,,main,STNG
2020-10-23,Jefferies,Buy,,main,STNG
2021-01-29,Jefferies,Buy,,main,STNG
2021-02-18,Jefferies,Buy,,main,STNG
2021-03-29,HC Wainwright & Co.,Buy,,init,STNG
2021-08-06,DNB Markets,Buy,Hold,up,STNG
2021-12-03,Deutsche Bank,Sell,,main,STNG
