Date,Firm,To Grade,From Grade,Action,ABV
2012-06-04,Barclays,Underweight,,main,CIB
2012-08-07,Barclays,Underweight,,main,CIB
2012-12-21,JP Morgan,Neutral,Underperform,up,CIB
2013-01-03,Barclays,Underweight,,main,CIB
2013-03-26,Deutsche Bank,Hold,Sell,up,CIB
2014-02-04,BTG Pactual,Buy,,up,CIB
2014-02-28,Credit Suisse,Outperform,Neutral,up,CIB
2014-04-14,JP Morgan,Neutral,Overweight,down,CIB
2014-07-28,JP Morgan,Overweight,,main,CIB
2014-11-03,JP Morgan,Overweight,,main,CIB
2015-07-23,JP Morgan,Overweight,Neutral,up,CIB
2015-08-14,Standpoint Research,Buy,Hold,up,CIB
2015-10-28,JP Morgan,Neutral,,down,CIB
2015-12-02,Barclays,Underweight,Equal-Weight,down,CIB
2015-12-16,HSBC,Buy,Hold,up,CIB
2016-03-07,Credit Suisse,Outperform,Neutral,up,CIB
2016-03-14,Bank of America,Neutral,Buy,down,CIB
2016-03-16,UBS,Sell,Buy,down,CIB
2016-03-24,Barclays,Underweight,,main,CIB
2016-03-29,Goldman Sachs,Neutral,Buy,down,CIB
2016-08-22,Deutsche Bank,Buy,Hold,up,CIB
2016-10-06,Credit Suisse,Neutral,Outperform,down,CIB
2016-12-13,Morgan Stanley,Overweight,Equal-Weight,up,CIB
2017-05-22,Standpoint Research,Hold,Buy,down,CIB
2017-08-15,HSBC,Hold,Buy,down,CIB
2018-03-07,Standpoint Research,Accumulate,Hold,up,CIB
2018-03-16,JP Morgan,Neutral,Neutral,main,CIB
2018-11-19,Santander,Underperform,Hold,down,CIB
2019-04-17,Citigroup,Buy,Neutral,up,CIB
2019-04-30,Credit Suisse,Underperform,Neutral,down,CIB
2019-08-06,Credit Suisse,Neutral,Underperform,up,CIB
2019-08-06,JP Morgan,Overweight,Neutral,up,CIB
2020-02-24,JP Morgan,Overweight,,main,CIB
2020-02-26,HSBC,Buy,Hold,up,CIB
2020-03-13,Credit Suisse,Underperform,Neutral,down,CIB
2020-07-29,JP Morgan,Neutral,Overweight,down,CIB
2021-08-04,Credit Suisse,Neutral,Underperform,up,CIB
