Date,Firm,To Grade,From Grade,Action,ABV
2013-09-16,McNicoll Lewis Vlak,Buy,,init,AR
2013-10-07,SunTrust Robinson Humphrey,Buy,,init,AR
2013-10-08,ISI Group,Strong Buy,,init,AR
2013-10-10,iBERIA Capital Partners,Outperform,,init,AR
2013-10-10,Miller Tabak,Buy,,init,AR
2013-11-04,JP Morgan,Overweight,,init,AR
2013-11-04,Credit Suisse,Outperform,,init,AR
2013-11-04,Wells Fargo,Market Perform,,init,AR
2013-11-04,BMO Capital,Outperform,,init,AR
2013-11-04,Raymond James,Strong Buy,,init,AR
2013-11-05,Citigroup,Buy,,init,AR
2013-11-08,Jefferies,Buy,,init,AR
2013-11-11,Deutsche Bank,Hold,,init,AR
2013-12-09,Deutsche Bank,Hold,,main,AR
2014-03-18,Deutsche Bank,Hold,,main,AR
2014-04-01,Deutsche Bank,Hold,,main,AR
2014-04-04,ISI Group,Buy,Strong Buy,down,AR
2014-04-07,KLR Group,Hold,,init,AR
2014-04-08,Citigroup,Neutral,Buy,down,AR
2014-04-15,Deutsche Bank,Hold,,main,AR
2014-04-17,KeyBanc,Buy,,main,AR
2014-05-16,Credit Suisse,Outperform,,main,AR
2014-06-27,Stephens & Co.,Overweight,,init,AR
2014-07-17,FBR Capital,Market Perform,,init,AR
2014-07-23,Barclays,Overweight,,main,AR
2014-08-27,KLR Group,,Hold,up,AR
2014-10-08,Seaport Global,Accumulate,,init,AR
2014-10-09,KeyBanc,Buy,,main,AR
2014-10-09,Barclays,Overweight,,main,AR
2014-10-14,KLR Group,Buy,Accumulate,up,AR
2014-11-10,Canaccord Genuity,Buy,,main,AR
2014-11-17,JP Morgan,Overweight,,main,AR
2014-12-08,Citigroup,Buy,Neutral,up,AR
2014-12-11,Deutsche Bank,Hold,,main,AR
2014-12-16,Barclays,Overweight,,main,AR
2014-12-16,Oppenheimer,Outperform,,init,AR
2015-01-06,Raymond James,Outperform,Strong Buy,down,AR
2015-01-14,Barclays,Overweight,,main,AR
2015-01-16,Citigroup,Buy,,main,AR
2015-01-23,Susquehanna,Neutral,,init,AR
2015-01-30,Deutsche Bank,Hold,,main,AR
2015-02-10,Jefferies,Underperform,,main,AR
2015-03-03,Barclays,Overweight,,main,AR
2015-03-18,Seaport Global,Neutral,Accumulate,down,AR
2015-04-20,KLR Group,Accumulate,Buy,down,AR
2015-06-02,Evercore ISI Group,Hold,,init,AR
2015-06-03,Barclays,Overweight,,main,AR
2015-06-10,Susquehanna,Neutral,,main,AR
2015-06-11,Citigroup,Buy,,main,AR
2015-07-13,Barclays,Overweight,,main,AR
2015-07-14,KeyBanc,Overweight,,main,AR
2015-07-14,Deutsche Bank,Hold,,main,AR
2015-07-21,Cowen & Co.,Market Perform,,init,AR
2015-07-21,Stifel Nicolaus,Buy,,main,AR
2015-07-30,Stifel Nicolaus,Buy,,main,AR
2015-07-31,KLR Group,Buy,Accumulate,up,AR
2015-08-04,Stephens & Co.,Equal-Weight,Overweight,down,AR
2015-08-05,Deutsche Bank,Hold,,main,AR
2015-08-10,Barclays,Overweight,,main,AR
2015-08-24,Susquehanna,Neutral,,main,AR
2015-08-31,Raymond James,Outperform,,main,AR
2015-09-08,Barclays,,,main,AR
2015-09-08,Credit Suisse,Outperform,,main,AR
2015-09-14,Citigroup,Buy,,main,AR
2015-09-21,Raymond James,Outperform,,main,AR
2015-10-14,Deutsche Bank,Hold,,main,AR
2015-11-03,Barclays,Overweight,,main,AR
2015-11-03,Deutsche Bank,Hold,,main,AR
2015-11-17,Goldman Sachs,Buy,,init,AR
2015-12-09,Deutsche Bank,Hold,,main,AR
2015-12-09,JP Morgan,Underweight,,init,AR
2016-01-28,Barclays,Overweight,,main,AR
2016-01-29,Barclays,Overweight,,main,AR
2016-02-02,SunTrust Robinson Humphrey,Reduce,,down,AR
2016-02-10,Goldman Sachs,Buy,Neutral,down,AR
2016-02-17,SunTrust Robinson Humphrey,Neutral,Reduce,up,AR
2016-02-18,Stifel Nicolaus,Buy,,main,AR
2016-02-23,Scotia Howard Weil,Neutral,Overweight,down,AR
2016-03-02,Credit Suisse,Outperform,,main,AR
2016-03-10,Baird,Neutral,Outperform,down,AR
2016-03-24,Morgan Stanley,Equal-Weight,,init,AR
2016-04-15,JP Morgan,Neutral,Underweight,up,AR
2016-04-15,Tudor Pickering,Buy,Hold,up,AR
2016-06-14,Deutsche Bank,Hold,,main,AR
2016-07-14,Barclays,Overweight,,main,AR
2016-07-18,Jefferies,Hold,Underperform,up,AR
2016-07-19,Evercore ISI Group,Market Perform,Outperform,down,AR
2016-07-21,Baird,Outperform,Neutral,up,AR
2016-08-15,Jefferies,Underperform,Hold,down,AR
2016-10-28,Susquehanna,Positive,Neutral,up,AR
2016-11-21,Deutsche Bank,Buy,Hold,up,AR
2017-01-03,Raymond James,Strong Buy,Outperform,up,AR
2017-01-13,PiperJaffray,Overweight,Neutral,up,AR
2017-03-16,Guggenheim,Buy,Neutral,up,AR
2017-07-21,Citigroup,Buy,,main,AR
2017-08-08,Barclays,Overweight,,main,AR
2017-10-10,Jefferies,Hold,,init,AR
2017-10-18,Morgan Stanley,Equal-Weight,,main,AR
2017-11-20,Barclays,Equal-Weight,Overweight,down,AR
2017-12-12,Credit Suisse,Neutral,,init,AR
2017-12-14,Morgan Stanley,Equal-Weight,,main,AR
2018-01-29,Raymond James,Outperform,Strong Buy,down,AR
2018-04-17,Citigroup,Neutral,Buy,down,AR
2018-04-20,Morgan Stanley,Equal-Weight,Equal-Weight,main,AR
2018-04-27,Morgan Stanley,Equal-Weight,Equal-Weight,main,AR
2018-05-24,Morgan Stanley,Equal-Weight,Equal-Weight,main,AR
2018-07-05,TD Securities,Buy,,init,AR
2018-07-12,Morgan Stanley,Equal-Weight,Equal-Weight,main,AR
2018-08-13,Citigroup,Neutral,Neutral,main,AR
2018-09-21,BMO Capital,Market Perform,Outperform,down,AR
2018-11-01,Credit Suisse,Neutral,Neutral,main,AR
2018-12-19,Raymond James,Underperform,,down,AR
2019-03-19,Tudor Pickering,Hold,Buy,down,AR
2019-04-09,Cowen & Co.,Market Perform,,init,AR
2019-05-30,Macquarie,Underperform,,init,AR
2019-07-12,Morgan Stanley,Equal-Weight,,main,AR
2019-08-02,Macquarie,Neutral,Underperform,up,AR
2019-09-06,Goldman Sachs,Neutral,Buy,down,AR
2019-10-04,Morgan Stanley,Underweight,Equal-Weight,down,AR
2019-10-08,Mitsubishi UFJ,Neutral,Overweight,down,AR
2019-12-10,Guggenheim Securities,Buy,,main,AR
2020-01-09,Wells Fargo,Underweight,Equal-Weight,down,AR
2020-01-27,Stifel Nicolaus,Buy,,main,AR
2020-02-18,MKM Partners,Sell,Neutral,down,AR
2020-03-19,Wells Fargo,Underweight,,main,AR
2020-03-31,Stifel,Hold,Buy,down,AR
2020-04-24,SunTrust Robinson Humphrey,Hold,,main,AR
2020-04-30,Morgan Stanley,Underweight,,main,AR
2020-05-01,SunTrust Robinson Humphrey,Hold,,main,AR
2020-06-16,Morgan Stanley,Underweight,,main,AR
2020-06-17,TD Securities,Hold,,main,AR
2020-06-25,Wells Fargo,Underweight,,main,AR
2020-06-26,Morgan Stanley,Underweight,,main,AR
2020-07-15,MKM Partners,Neutral,Sell,up,AR
2020-07-23,Mizuho,Neutral,,init,AR
2020-08-12,MKM Partners,Neutral,,main,AR
2020-08-13,Wells Fargo,Underweight,,main,AR
2020-08-21,Morgan Stanley,Underweight,,main,AR
2020-09-11,MKM Partners,Buy,Neutral,up,AR
2020-09-14,Northland Capital Markets,Market Perform,,init,AR
2020-09-24,Northland Capital Markets,Outperform,Market Perform,up,AR
2020-10-21,Raymond James,Market Perform,Underperform,up,AR
2020-11-17,Morgan Stanley,Underweight,,main,AR
2020-12-08,JP Morgan,Overweight,Underweight,up,AR
2021-01-15,Morgan Stanley,Underweight,,main,AR
2021-01-26,Raymond James,Outperform,Market Perform,up,AR
2021-03-09,Wells Fargo,Equal-Weight,Underweight,up,AR
2021-03-11,Morgan Stanley,Equal-Weight,Underweight,up,AR
2021-05-19,Wells Fargo,Overweight,Equal-Weight,up,AR
2021-05-19,Morgan Stanley,Equal-Weight,,main,AR
2021-06-18,Morgan Stanley,Equal-Weight,,main,AR
2021-06-29,TD Securities,Buy,Hold,up,AR
2021-07-13,Mizuho,Neutral,,main,AR
2021-07-27,Raymond James,Strong Buy,Outperform,up,AR
2021-08-13,Mizuho,Neutral,,main,AR
2021-08-23,Wells Fargo,Overweight,,main,AR
2021-10-06,Morgan Stanley,Equal-Weight,,main,AR
2021-10-18,Mizuho,Buy,Neutral,up,AR
2021-10-26,Raymond James,Strong Buy,,main,AR
2021-10-26,Benchmark,Buy,,init,AR
