Date,Firm,To Grade,From Grade,Action,ABV
2012-03-19,JP Morgan,Overweight,,up,UPS
2012-03-20,Stifel Nicolaus,Hold,,down,UPS
2012-03-20,Citigroup,Buy,,main,UPS
2012-04-16,Deutsche Bank,Buy,,main,UPS
2012-04-27,Jefferies,Hold,,main,UPS
2012-05-04,UBS,Neutral,,main,UPS
2012-07-02,Deutsche Bank,Hold,Buy,down,UPS
2012-07-24,Bank of America,Neutral,Buy,down,UPS
2012-07-25,Barclays,Overweight,,main,UPS
2012-07-25,Sterne Agee,Buy,,main,UPS
2012-07-25,Jefferies,Hold,,main,UPS
2012-07-25,Deutsche Bank,Hold,,main,UPS
2012-07-25,JP Morgan,Overweight,,main,UPS
2012-10-04,RBC Capital,Sector Perform,Outperform,down,UPS
2012-10-22,Barclays,Equal-Weight,,main,UPS
2012-10-22,Deutsche Bank,Hold,,main,UPS
2012-10-24,Jefferies,Hold,,main,UPS
2013-01-07,Barclays,Equal-Weight,,main,UPS
2013-01-14,Deutsche Bank,Buy,Hold,up,UPS
2013-01-14,Avondale Partners,Market Perform,Underperform,up,UPS
2013-01-14,Bank of America,Neutral,,main,UPS
2013-01-14,Deutsche Bank,Hold,,main,UPS
2013-01-18,Credit Suisse,Outperform,,main,UPS
2013-01-24,Bank of America,Buy,Neutral,up,UPS
2013-02-01,Citigroup,Neutral,Buy,down,UPS
2013-02-15,Bank of America,Buy,,main,UPS
2013-03-01,Macquarie,Outperform,,init,UPS
2013-03-05,Oppenheimer,Outperform,,init,UPS
2013-03-28,Stephens & Co.,Equal-Weight,,init,UPS
2013-04-10,Deutsche Bank,Buy,,main,UPS
2013-04-18,RBC Capital,Outperform,Sector Perform,up,UPS
2013-07-11,Buckingham Research,Buy,,init,UPS
2013-07-15,BB&T Capital,Hold,Buy,down,UPS
2013-07-15,Raymond James,Outperform,Strong Buy,down,UPS
2013-07-15,JP Morgan,Neutral,Overweight,down,UPS
2013-07-24,Jefferies,Hold,,main,UPS
2013-09-16,Barclays,Overweight,Equal-Weight,up,UPS
2013-10-28,Baird,Neutral,,main,UPS
2013-11-25,Citigroup,Neutral,,main,UPS
2013-12-16,Deutsche Bank,Buy,,main,UPS
2013-12-19,Nomura,Neutral,,main,UPS
2014-01-14,Susquehanna,Neutral,,init,UPS
2014-01-31,JP Morgan,Neutral,,main,UPS
2014-01-31,Credit Suisse,Outperform,,main,UPS
2014-05-27,Macquarie,Outperform,,main,UPS
2014-06-16,Credit Suisse,Outperform,,main,UPS
2014-06-30,Barclays,Overweight,,main,UPS
2014-07-21,Barclays,Overweight,,main,UPS
2014-07-30,Deutsche Bank,Buy,,main,UPS
2014-07-30,Credit Suisse,Outperform,,main,UPS
2014-07-30,Citigroup,Neutral,,main,UPS
2014-07-30,Barclays,Overweight,,main,UPS
2014-10-14,Deutsche Bank,Buy,,main,UPS
2014-10-27,Credit Suisse,Outperform,,main,UPS
2014-11-11,Bank of America,Buy,,main,UPS
2014-12-11,UBS,Neutral,,init,UPS
2014-12-15,Deutsche Bank,Hold,Buy,down,UPS
2015-01-23,Raymond James,Market Perform,Outperform,down,UPS
2015-01-23,Bank of America,Neutral,Buy,down,UPS
2015-01-26,Deutsche Bank,Hold,,main,UPS
2015-01-26,Macquarie,Neutral,,down,UPS
2015-01-26,Barclays,Equal-weight,Overweight,down,UPS
2015-04-29,Bank of America,Buy,Neutral,up,UPS
2015-05-15,Goldman Sachs,Neutral,Buy,up,UPS
