Date,Firm,To Grade,From Grade,Action,ABV
2016-09-16,B. Riley FBR,Buy,,init,EKSO
2016-10-14,SunTrust Robinson Humphrey,Buy,,init,EKSO
2019-09-06,Cantor Fitzgerald,Overweight,,init,EKSO
2019-10-28,H.C. Wainwright,Buy,,init,EKSO
2020-03-25,Cantor Fitzgerald,Overweight,,main,EKSO
2020-04-13,Aegis Capital,Buy,,main,EKSO
2020-05-21,Aegis Capital,Buy,,main,EKSO
2020-06-15,HC Wainwright & Co.,Buy,,main,EKSO
2020-06-26,HC Wainwright & Co.,Buy,,main,EKSO
2020-08-03,Aegis Capital,Buy,,main,EKSO
2020-10-30,HC Wainwright & Co.,Buy,,main,EKSO
