Date,Firm,To Grade,From Grade,Action,ABV
2019-07-10,Morgan Stanley,Equal-Weight,,main,HLIO
2019-07-15,Stifel Nicolaus,Hold,,main,HLIO
2019-12-17,SunTrust Robinson Humphrey,Hold,,init,HLIO
2020-02-25,Sidoti & Co.,Neutral,,main,HLIO
2020-02-27,SunTrust Robinson Humphrey,Hold,,main,HLIO
2020-03-17,Morgan Stanley,Equal-Weight,,main,HLIO
2020-04-13,Baird,Neutral,,main,HLIO
2020-05-29,Morgan Stanley,Equal-Weight,Underweight,up,HLIO
2020-08-07,Morgan Stanley,Equal-Weight,,main,HLIO
2020-08-10,Truist Securities,Hold,,main,HLIO
2020-10-12,Baird,Outperform,Neutral,up,HLIO
2020-10-13,Morgan Stanley,Equal-Weight,,main,HLIO
2020-11-03,Morgan Stanley,Equal-Weight,,main,HLIO
2020-11-12,Morgan Stanley,Equal-Weight,,main,HLIO
2021-03-03,Morgan Stanley,Equal-Weight,,main,HLIO
2021-03-03,Baird,Outperform,,main,HLIO
2021-05-12,Morgan Stanley,Equal-Weight,,main,HLIO
2021-06-16,Baird,Outperform,,main,HLIO
2021-08-12,Morgan Stanley,Equal-Weight,,main,HLIO
2021-11-10,Morgan Stanley,Equal-Weight,,main,HLIO
