Date,Firm,To Grade,From Grade,Action,ABV
2012-02-14,Wedbush,Neutral,,main,CLVT
2012-08-09,Brean Capital,Buy,,main,CLVT
2012-11-05,Avondale Partners,Market Perform,Market Outperform,down,CLVT
2013-03-27,Sidoti & Co.,Buy,,init,CLVT
2013-06-07,Baird,Neutral,Outperform,down,CLVT
2013-11-11,BB&T Capital,Buy,Hold,up,CLVT
2014-05-09,Ardour Capital,,Hold,up,CLVT
2014-05-23,Boenning & Scattergood,Outperform,,init,CLVT
2014-11-06,Brean Capital,Buy,,main,CLVT
2014-12-23,Topeka,Buy,,init,CLVT
2015-04-13,Roth Capital,Buy,,init,CLVT
2016-02-22,Roth Capital,Neutral,Buy,down,CLVT
2016-02-22,BB&T Capital,Hold,Buy,down,CLVT
2016-05-11,Janney Capital,Buy,,init,CLVT
2016-06-01,Oppenheimer,Outperform,,init,CLVT
2016-08-08,Avondale Partners,Outperform,Market Perform,up,CLVT
2016-10-04,Baird,Outperform,Neutral,up,CLVT
2017-09-22,Baird,Outperform,,main,CLVT
2017-09-26,Baird,Neutral,Outperform,down,CLVT
2019-05-16,William Blair,Outperform,,init,CLVT
2019-05-17,B. Riley FBR,Buy,,init,CLVT
2019-07-18,Citigroup,Neutral,,init,CLVT
2019-11-12,Stifel Nicolaus,Hold,,init,CLVT
2019-12-11,Goldman Sachs,Neutral,,init,CLVT
2019-12-11,RBC Capital,Outperform,,init,CLVT
2020-01-21,Stifel Nicolaus,Buy,Hold,up,CLVT
2020-01-31,B. Riley,Neutral,Buy,down,CLVT
2020-04-03,Citigroup,Buy,Neutral,up,CLVT
2020-04-09,Goldman Sachs,Buy,Neutral,up,CLVT
2020-05-05,B. Riley FBR,Neutral,,main,CLVT
2020-05-05,RBC Capital,Outperform,,reit,CLVT
2020-07-27,Barclays,Overweight,,init,CLVT
2020-07-31,B. Riley FBR,Buy,Neutral,up,CLVT
2020-08-03,RBC Capital,Outperform,,main,CLVT
2020-08-04,Citigroup,Buy,,main,CLVT
2020-10-14,Morgan Stanley,Equal-Weight,,init,CLVT
2020-10-30,Morgan Stanley,Equal-Weight,,main,CLVT
2020-11-11,Morgan Stanley,Equal-Weight,,main,CLVT
2021-01-06,Morgan Stanley,Equal-Weight,,main,CLVT
2021-02-26,Morgan Stanley,Equal-Weight,,main,CLVT
2021-03-08,Morgan Stanley,Overweight,Equal-Weight,up,CLVT
2021-03-31,Jefferies,Buy,,init,CLVT
2021-04-30,Morgan Stanley,Overweight,,main,CLVT
2021-05-18,Morgan Stanley,Overweight,,main,CLVT
2021-07-30,Morgan Stanley,Overweight,,main,CLVT
2021-09-30,Morgan Stanley,Overweight,,main,CLVT
2021-12-02,Morgan Stanley,Overweight,,main,CLVT
2022-02-03,Barclays,Equal-Weight,Overweight,down,CLVT
2022-02-07,Morgan Stanley,Overweight,,main,CLVT
