Date,Firm,To Grade,From Grade,Action,ABV
2018-06-18,Cowen & Co.,Market Perform,,init,EVOP
2018-06-18,William Blair,Outperform,,init,EVOP
2018-06-18,Deutsche Bank,Hold,,init,EVOP
2018-06-18,Goldman Sachs,Neutral,,init,EVOP
2018-06-18,Bank of America,Neutral,,init,EVOP
2018-06-18,JP Morgan,Overweight,,init,EVOP
2018-06-18,Citigroup,Neutral,,init,EVOP
2018-06-18,SunTrust Robinson Humphrey,Buy,,init,EVOP
2018-08-09,Citigroup,Neutral,Neutral,main,EVOP
2018-08-29,Buckingham,Neutral,,init,EVOP
2018-11-15,Barclays,Equal-Weight,,init,EVOP
2018-11-27,BTIG Research,Buy,,init,EVOP
2019-01-08,Bank of America,Underperform,Neutral,down,EVOP
2019-02-01,First Analysis,Outperform,,init,EVOP
2019-05-30,Cantor Fitzgerald,Neutral,,init,EVOP
2019-07-01,BTIG,Neutral,Buy,down,EVOP
2019-10-21,Wells Fargo,Outperform,,init,EVOP
2019-12-05,Compass Point,Neutral,,init,EVOP
2020-01-06,BTIG,Buy,Neutral,up,EVOP
2020-03-26,Citigroup,Neutral,,main,EVOP
2020-05-11,Deutsche Bank,Hold,,main,EVOP
2020-05-11,Barclays,Equal-Weight,,main,EVOP
2020-05-11,SunTrust Robinson Humphrey,Buy,,main,EVOP
2020-07-14,Goldman Sachs,Neutral,,init,EVOP
2021-03-19,Compass Point,Buy,Neutral,up,EVOP
2021-12-22,Northcoast Research,Buy,Neutral,up,EVOP
