Date,Firm,To Grade,From Grade,Action,ABV
2012-02-17,Oxen Group,Hold,,init,HMC
2012-09-25,Deutsche Bank,Hold,Buy,down,HMC
2012-10-05,Credit Suisse,Neutral,Outperform,down,HMC
2013-01-16,Morgan Stanley,Overweight,Underweight,up,HMC
2013-01-22,Macquarie,Outperform,Neutral,up,HMC
2013-08-02,Credit Suisse,Outperform,Neutral,up,HMC
2013-10-21,Barclays,Overweight,,init,HMC
2013-10-30,CLSA,Outperform,Buy,down,HMC
2013-11-21,Jefferies,Buy,,init,HMC
2014-01-28,UBS,Hold,,init,HMC
2014-02-25,JP Morgan,Overweight,,init,HMC
2014-04-16,Mitsubishi UFJ,Neutral,Outperform,down,HMC
2014-05-19,Ji-Asia Research,Neutral,Buy,down,HMC
2014-06-16,ISI Group,Neutral,,init,HMC
2014-10-08,Jefferies,Buy,,main,HMC
2014-12-05,Credit Suisse,Neutral,Outperform,down,HMC
2015-06-04,Jefferies,Buy,,main,HMC
2016-02-26,Jefferies,Buy,Hold,up,HMC
2016-04-25,Erste Group,Sell,Hold,down,HMC
2016-05-13,Jefferies,Buy,,main,HMC
2016-05-13,CLSA,Underperform,Outperform,down,HMC
2016-05-27,UBS,Sell,Neutral,down,HMC
2016-05-31,Bank of America,Neutral,Buy,down,HMC
2016-12-01,Macquarie,Neutral,Outperform,down,HMC
2017-08-01,Nomura,Neutral,Reduce,up,HMC
2018-06-04,Goldman Sachs,Neutral,Buy,down,HMC
2019-10-21,CLSA,Outperform,Buy,down,HMC
2020-03-31,UBS,Buy,Neutral,up,HMC
2020-07-14,CLSA,Buy,Underperform,up,HMC
2020-07-28,Macquarie,Outperform,,init,HMC
2021-10-05,JP Morgan,Neutral,Overweight,down,HMC
