Date,Firm,To Grade,From Grade,Action,ABV
2014-11-03,Sandler O'Neill,Buy,,init,VBTX
2014-11-03,Sterne Agee,Buy,,init,VBTX
2015-10-28,Stephens & Co.,Overweight,,main,VBTX
2017-02-09,PiperJaffray,Neutral,,init,VBTX
2017-03-21,DA Davidson,Buy,,init,VBTX
2018-01-16,Keefe Bruyette & Woods,Outperform,,init,VBTX
2018-02-01,PiperJaffray,Overweight,Neutral,up,VBTX
2018-10-03,Raymond James,Outperform,,init,VBTX
2018-10-24,Raymond James,Outperform,Outperform,main,VBTX
2019-07-24,Raymond James,Outperform,,main,VBTX
2019-10-23,Raymond James,Outperform,,main,VBTX
2020-01-30,Stephens & Co.,Overweight,,main,VBTX
2020-04-30,Raymond James,Outperform,,reit,VBTX
2020-07-30,Piper Sandler,Overweight,,main,VBTX
2020-09-22,Raymond James,Strong Buy,Outperform,up,VBTX
2020-10-29,Piper Sandler,Overweight,,main,VBTX
2021-01-07,Raymond James,Strong Buy,,main,VBTX
2021-04-07,Raymond James,Strong Buy,,main,VBTX
2021-06-04,Raymond James,Strong Buy,,main,VBTX
2021-09-22,Raymond James,Strong Buy,,main,VBTX
