Date,Firm,To Grade,From Grade,Action,ABV
2013-05-16,Keefe Bruyette & Woods,Market Perform,Underperform,up,BUSE
2013-10-30,FBR Capital,Outperform,Market Perform,up,BUSE
2013-12-23,DA Davidson,Neutral,,init,BUSE
2015-04-29,Keefe Bruyette & Woods,Market Perform,,main,BUSE
2015-07-22,Keefe Bruyette & Woods,Market Perform,,main,BUSE
2015-12-07,Keefe Bruyette & Woods,Market Perform,,main,BUSE
2016-01-27,Macquarie,Neutral,,main,BUSE
2016-04-07,DA Davidson,Buy,,init,BUSE
2016-08-01,Keefe Bruyette & Woods,Market Perform,,main,BUSE
2016-12-20,FBR Capital,Market Perform,Outperform,down,BUSE
2017-10-25,FBR Capital,Neutral,,main,BUSE
2018-02-06,B. Riley FBR,Buy,Neutral,main,BUSE
2018-05-17,Keefe Bruyette & Woods,Outperform,Market Perform,up,BUSE
2018-06-19,B. Riley FBR,Buy,Buy,main,BUSE
2018-11-05,B. Riley FBR,Buy,Buy,main,BUSE
2019-08-21,B. Riley FBR,Neutral,Buy,down,BUSE
2019-10-04,B. Riley,Neutral,,main,BUSE
2020-01-09,B. Riley FBR,Buy,Neutral,up,BUSE
2020-02-03,DA Davidson,Neutral,Buy,down,BUSE
2020-04-09,Stephens & Co.,Overweight,Equal-Weight,up,BUSE
2020-04-13,B. Riley FBR,Neutral,,main,BUSE
2021-12-03,B. Riley Securities,Neutral,,main,BUSE
