Date,Firm,To Grade,From Grade,Action,ABV
2012-02-22,Jefferies,Hold,,main,BRKR
2012-05-02,UBS,Buy,,main,BRKR
2012-05-02,Jefferies,Hold,,main,BRKR
2012-07-10,ISI Group,Market Weight,,init,BRKR
2012-07-11,JP Morgan,Neutral,Overweight,down,BRKR
2012-07-12,Cantor Fitzgerald,Buy,,init,BRKR
2012-07-24,Bank of America,Underperform,,main,BRKR
2012-07-24,Jefferies,Hold,,main,BRKR
2012-07-31,Cantor Fitzgerald,Buy,,main,BRKR
2012-08-01,UBS,Buy,,main,BRKR
2012-08-21,ISI Group,Market Weight,,main,BRKR
2012-11-05,ISI Group,Market Weight,,main,BRKR
2012-11-06,UBS,Buy,,main,BRKR
2012-11-19,Goldman Sachs,Buy,Neutral,up,BRKR
2013-01-07,ISI Group,Buy,Neutral,up,BRKR
2013-01-31,UBS,Buy,,main,BRKR
2013-02-19,JP Morgan,Neutral,,main,BRKR
2013-02-20,UBS,Buy,,main,BRKR
2013-02-21,Bank of America,Neutral,Underperform,up,BRKR
2013-03-21,Jefferies,Buy,Hold,up,BRKR
2013-05-03,Mizuho,Buy,Neutral,up,BRKR
2013-07-22,Cowen & Co.,Outperform,,init,BRKR
2013-08-01,Jefferies,Buy,,main,BRKR
2013-08-09,Bank of America,Buy,Neutral,up,BRKR
2013-08-15,Janney Capital,Neutral,,init,BRKR
2013-09-20,Wells Fargo,Market Perform,Outperform,down,BRKR
2013-09-20,Cleveland Research,Buy,,init,BRKR
2013-09-27,Maxim Group,Buy,,init,BRKR
2013-11-06,Morgan Stanley,Overweight,,init,BRKR
2014-06-19,Wells Fargo,Outperform,Market Perform,up,BRKR
2014-07-08,ISI Group,Neutral,Buy,down,BRKR
2014-08-07,Citigroup,Buy,,main,BRKR
2014-11-07,Citigroup,Neutral,,main,BRKR
2014-11-07,Cantor Fitzgerald,Hold,Buy,down,BRKR
2014-11-07,Bank of America,Buy,,main,BRKR
2014-12-18,Goldman Sachs,Sell,Buy,down,BRKR
