Date,Firm,To Grade,From Grade,Action,ABV
2015-04-29,Seaport Global,Accumulate,,init,NVEE
2015-07-17,Seaport Global,Neutral,Accumulate,down,NVEE
2016-01-15,Seaport Global,Accumulate,Neutral,up,NVEE
2016-07-22,Singular Research,Buy,,init,NVEE
2016-09-19,Seaport Global,Buy,Neutral,up,NVEE
2018-06-15,Sidoti & Co.,Buy,Neutral,up,NVEE
2018-10-31,Maxim Group,Buy,,init,NVEE
2020-07-23,Sidoti & Co.,Neutral,Buy,down,NVEE
2020-08-24,Sidoti & Co.,Buy,Neutral,up,NVEE
2020-11-12,Roth Capital,Buy,,main,NVEE
2021-01-13,Roth Capital,Buy,,main,NVEE
2021-03-15,Baird,Outperform,,init,NVEE
2022-01-10,Baird,Neutral,Outperform,down,NVEE
