Date,Firm,To Grade,From Grade,Action,ABV
2012-03-14,Oxen Group,Hold,,init,GOOGL
2012-03-28,Citigroup,Buy,,main,GOOGL
2012-04-03,Global Equities Research,Overweight,,main,GOOGL
2012-04-05,Deutsche Bank,Buy,,main,GOOGL
2012-04-09,Pivotal Research,Buy,,main,GOOGL
2012-04-10,UBS,Buy,,main,GOOGL
2012-04-13,Benchmark,Hold,,main,GOOGL
2012-04-13,Oppenheimer,Outperform,,main,GOOGL
2012-04-13,JP Morgan,Overweight,,main,GOOGL
2012-04-13,Goldman Sachs,Neutral,,main,GOOGL
2012-04-13,PiperJaffray,Overweight,,main,GOOGL
2012-04-13,Jefferies,Buy,,main,GOOGL
2012-04-13,Deutsche Bank,Buy,,main,GOOGL
2012-04-13,BMO Capital,Outperform,,main,GOOGL
2012-04-16,Hilliard Lyons,Buy,,main,GOOGL
2012-06-06,JP Morgan,Overweight,,main,GOOGL
2012-06-06,Deutsche Bank,Buy,,main,GOOGL
2012-06-22,Citigroup,Buy,,main,GOOGL
2012-07-13,Wedbush,Neutral,,init,GOOGL
2012-07-17,,Outperform,,main,GOOGL
2012-07-20,Bank of America,Buy,,main,GOOGL
2012-07-20,Benchmark,Hold,,main,GOOGL
2012-07-20,Deutsche Bank,Buy,,main,GOOGL
2012-08-13,Morgan Stanley,Overweight,Equal-Weight,up,GOOGL
2012-09-17,Global Equities Research,Overweight,,main,GOOGL
2012-09-21,Cantor Fitzgerald,Buy,,init,GOOGL
2012-09-24,Pivotal Research,Buy,,main,GOOGL
2012-09-24,Citigroup,Buy,,main,GOOGL
2012-09-25,Capstone,Buy,,main,GOOGL
2012-09-26,Oracle Investment Research,Hold,Buy,down,GOOGL
2012-09-26,Canaccord Genuity,Buy,,main,GOOGL
2012-10-11,ThinkEquity,Buy,,main,GOOGL
2012-10-11,Nomura,Buy,,main,GOOGL
2012-10-12,JP Morgan,Overweight,,main,GOOGL
2012-10-15,Oppenheimer,Outperform,,main,GOOGL
2012-10-15,PiperJaffray,Overweight,,main,GOOGL
2012-10-17,Wedbush,Neutral,,main,GOOGL
2012-10-19,Hilliard Lyons,Long-Term Buy,Buy,down,GOOGL
2012-10-19,Barclays,Overweight,,main,GOOGL
2012-10-19,Canaccord Genuity,Buy,,main,GOOGL
2012-10-19,Wedbush,Neutral,,main,GOOGL
2012-10-19,Credit Suisse,Outperform,,main,GOOGL
2012-10-19,Nomura,Buy,,main,GOOGL
2012-10-19,Bank of America,Neutral,Buy,down,GOOGL
2012-10-19,Citigroup,Buy,,main,GOOGL
2012-10-19,Oppenheimer,Perform,Outperform,down,GOOGL
2012-11-29,Oracle Investment Research,,Hold,up,GOOGL
2013-01-02,Oppenheimer,Perform,,main,GOOGL
2013-01-07,Pivotal Research,Buy,,main,GOOGL
2013-01-08,Bank of America,Neutral,,main,GOOGL
2013-01-15,Morgan Stanley,Overweight,,main,GOOGL
2013-01-18,Hudson Square,Hold,Buy,down,GOOGL
2013-01-18,Nomura,Buy,,main,GOOGL
2013-01-23,Barclays,Overweight,,main,GOOGL
2013-01-23,BGC Financial,Hold,,main,GOOGL
2013-01-23,Wedbush,Neutral,,main,GOOGL
2013-01-23,Canaccord Genuity,Buy,,main,GOOGL
2013-01-23,BMO Capital,Outperform,,main,GOOGL
2013-01-23,Goldman Sachs,Neutral,,main,GOOGL
2013-01-23,Bank of America,Neutral,,main,GOOGL
2013-01-23,Jefferies,Buy,,main,GOOGL
2013-01-23,Oppenheimer,Perform,,main,GOOGL
2013-02-04,BMO Capital,Market Perform,Outperform,down,GOOGL
2013-02-05,Oracle Investment Research,Sell,Neutral,down,GOOGL
2013-02-06,Hilliard Lyons,Neutral,Long-term Buy,down,GOOGL
2013-02-06,Sterne Agee,Neutral,,init,GOOGL
2013-02-07,Pivotal Research,Hold,Buy,down,GOOGL
2013-02-21,Bernstein,Outperform,,main,GOOGL
2013-02-21,Deutsche Bank,Buy,,main,GOOGL
2013-02-21,CLSA,Buy,,main,GOOGL
2013-02-27,Bank of America,Buy,Neutral,up,GOOGL
2013-03-01,PiperJaffray,Overweight,,main,GOOGL
2013-03-05,Jefferies,Buy,,main,GOOGL
2013-03-11,Pacific Crest,Outperform,,main,GOOGL
2013-03-27,Credit Suisse,Outperform,,main,GOOGL
2013-03-27,Goldman Sachs,Neutral,,main,GOOGL
2013-04-02,UBS,Buy,,init,GOOGL
2013-04-15,Topeka,Buy,,init,GOOGL
2013-04-19,BGC Financial,Hold,,main,GOOGL
2013-04-19,Canaccord Genuity,Buy,,main,GOOGL
2013-04-19,Deutsche Bank,Buy,,main,GOOGL
2013-04-19,Citigroup,Buy,,main,GOOGL
2013-05-15,Morgan Stanley,Overweight,,main,GOOGL
2013-05-16,Topeka,Buy,,main,GOOGL
2013-05-16,Baird,Outperform,,main,GOOGL
2013-06-03,Cantor Fitzgerald,Buy,,main,GOOGL
2013-06-14,Evercore Partners,Overweight,,main,GOOGL
2013-06-24,JP Morgan,Overweight,,main,GOOGL
2013-06-25,Janney Capital,Buy,,init,GOOGL
2013-07-09,Citigroup,Buy,,init,GOOGL
2013-07-09,Deutsche Bank,Buy,,main,GOOGL
2013-07-10,Susquehanna,Positive,,init,GOOGL
2013-07-11,Topeka,,,main,GOOGL
2013-07-15,Credit Suisse,Outperform,Outperform,main,GOOGL
2013-07-16,SunTrust Robinson Humphrey,Buy,,init,GOOGL
2013-09-05,Pivotal Research,Hold,,main,GOOGL
2013-09-19,CRT Capital,Buy,,init,GOOGL
2013-10-18,JP Morgan,Overweight,,main,GOOGL
2013-10-18,Topeka,Buy,,main,GOOGL
2013-10-18,Oppenheimer,Perform,,main,GOOGL
2013-10-18,Bank of America,Buy,,main,GOOGL
2013-10-18,Citigroup,Buy,,main,GOOGL
2013-10-18,Wedbush,Neutral,,main,GOOGL
2013-10-18,Goldman Sachs,Neutral,,main,GOOGL
2013-10-18,Needham,Buy,,main,GOOGL
2013-10-18,Canaccord Genuity,Buy,,main,GOOGL
2013-11-18,Citigroup,Buy,,main,GOOGL
2013-12-11,Topeka,Buy,,main,GOOGL
2014-01-06,Morgan Stanley,Overweight,,main,GOOGL
2014-01-07,JP Morgan,Overweight,,main,GOOGL
2014-01-14,FBN Securities,Outperform,,init,GOOGL
2014-01-14,Wells Fargo,Outperform,Market Perform,up,GOOGL
2014-01-15,Nomura,Buy,,init,GOOGL
2014-01-16,Raymond James,Outperform,,main,GOOGL
2014-01-21,Credit Suisse,Outperform,,main,GOOGL
2014-01-21,Pacific Crest,Outperform,,main,GOOGL
2014-01-31,JP Morgan,Overweight,,main,GOOGL
2014-01-31,UBS,Buy,,main,GOOGL
2014-01-31,Citigroup,Buy,,main,GOOGL
2014-01-31,Bank of America,Buy,,main,GOOGL
2014-01-31,FBN Securities,Outperform,,main,GOOGL
2014-03-28,JP Morgan,Overweight,,main,GOOGL
2014-04-02,CRT Capital,Buy,,main,GOOGL
2014-04-10,Deutsche Bank,Buy,,main,GOOGL
2014-04-15,Jefferies,Buy,,main,GOOGL
2014-04-17,Bank of America,Buy,,main,GOOGL
2014-04-17,Cantor Fitzgerald,Buy,,main,GOOGL
2014-04-17,Citigroup,Buy,,main,GOOGL
2014-04-17,Credit Suisse,Outperform,,main,GOOGL
2014-04-17,JMP Securities,Market Outperform,,main,GOOGL
2014-04-17,Deutsche Bank,Buy,,main,GOOGL
2014-04-17,UBS,Buy,,main,GOOGL
2014-04-17,CRT Capital,Buy,,main,GOOGL
2014-04-17,JP Morgan,Overweight,,main,GOOGL
2014-06-26,Barclays,Overweight,,init,GOOGL
2014-06-27,Citigroup,Buy,,main,GOOGL
2014-07-14,Credit Suisse,Outperform,,main,GOOGL
2014-07-18,Raymond James,Outperform,,main,GOOGL
2014-07-18,JP Morgan,Overweight,,main,GOOGL
2014-07-18,Deutsche Bank,Buy,,main,GOOGL
2014-07-18,Credit Suisse,Outperform,,main,GOOGL
2014-07-18,CRT Capital,Buy,,main,GOOGL
2014-07-18,Cantor Fitzgerald,Buy,,main,GOOGL
2014-07-18,BGC Financial,Buy,,up,GOOGL
2014-07-18,UBS,Buy,,main,GOOGL
2014-10-10,Susquehanna,Positive,,main,GOOGL
2014-10-13,Hudson Square,Buy,Hold,up,GOOGL
2014-10-14,Credit Suisse,Outperform,,main,GOOGL
2014-10-17,Bank of America,Buy,,main,GOOGL
2014-10-17,Topeka,Buy,,main,GOOGL
2014-10-17,SunTrust Robinson Humphrey,Buy,,main,GOOGL
2014-10-17,Canaccord Genuity,Buy,,main,GOOGL
2014-10-17,Citigroup,Buy,,main,GOOGL
2014-10-17,FBR Capital,Outperform,,main,GOOGL
2014-10-17,Deutsche Bank,Buy,,main,GOOGL
2014-10-17,Macquarie,Outperform,,main,GOOGL
2014-10-17,Pacific Crest,Outperform,,main,GOOGL
2014-10-17,CRT Capital,Buy,,main,GOOGL
2014-10-17,JMP Securities,Market Outperform,,main,GOOGL
2014-10-27,"Monness, Crespi, Hardt",Neutral,,init,GOOGL
2014-11-03,Morgan Stanley,Equal-weight,,init,GOOGL
2014-11-20,Credit Suisse,Outperform,,main,GOOGL
2014-12-05,Bank of America,Neutral,Buy,down,GOOGL
2014-12-16,JP Morgan,Overweight,,main,GOOGL
2014-12-17,Pivotal Research,Buy,,up,GOOGL
2015-01-08,Evercore ISI Group,Buy,Buy,main,GOOGL
2015-01-08,Stifel,Hold,Buy,down,GOOGL
2015-01-12,Atlantic Equities,Neutral,Overweight,down,GOOGL
2015-01-14,Credit Suisse,Outperform,,main,GOOGL
2015-01-22,Societe Generale,Buy,,init,GOOGL
2015-01-30,Citigroup,Buy,,main,GOOGL
2015-01-30,Barclays,Overweight,,main,GOOGL
2015-01-30,JMP Securities,Market Outperform,,main,GOOGL
2015-03-02,Bank of America,Buy,Neutral,up,GOOGL
2015-03-02,Axiom Capital,Hold,,init,GOOGL
2015-03-06,Citigroup,Buy,,main,GOOGL
2015-04-21,SunTrust Robinson Humphrey,Buy,,main,GOOGL
2015-04-24,CRT Capital,Buy,,main,GOOGL
2015-06-26,Mizuho,Neutral,,init,GOOGL
2015-07-13,Pivotal Research,Hold,Buy,down,GOOGL
2015-07-15,B. Riley FBR,Buy,,main,GOOGL
2015-07-16,BMO Capital,Outperform,Market Perform,up,GOOGL
2015-07-17,JMP Securities,Market Perform,,main,GOOGL
2015-07-17,Jefferies,Buy,,main,GOOGL
2015-07-17,Mizuho,Neutral,,main,GOOGL
2015-07-17,MKM Partners,Buy,,init,GOOGL
2015-07-17,Credit Suisse,Outperform,,main,GOOGL
2015-07-17,Bernstein,Outperform,,main,GOOGL
2015-07-20,Argus,Buy,,main,GOOGL
2015-08-10,Stifel Nicolaus,Buy,Hold,up,GOOGL
2015-08-10,Susquehanna,Positive,,init,GOOGL
2015-08-11,Deutsche Bank,Buy,,main,GOOGL
2015-08-11,Morgan Stanley,Overweight,Equal-Weight,up,GOOGL
2015-08-11,Stifel Nicolaus,Buy,Hold,up,GOOGL
2015-08-11,Mizuho,Buy,Neutral,up,GOOGL
2015-08-11,Monness Crespi Hardt,Buy,Neutral,up,GOOGL
2015-08-12,Morgan Stanley,Overweight,,up,GOOGL
2015-08-19,Atlantic Equities,Overweight,Neutral,up,GOOGL
2015-08-26,Goldman Sachs,Buy,Neutral,up,GOOGL
2015-09-08,Moffett Nathanson,Buy,,init,GOOGL
2015-09-21,JMP Securities,Market Outperform,,main,GOOGL
2015-10-02,Oppenheimer,Outperform,Perform,up,GOOGL
2015-10-09,Credit Suisse,Outperform,,main,GOOGL
2015-10-23,Cowen & Co.,Outperform,,main,GOOGL
