Date,Firm,To Grade,From Grade,Action,ABV
2013-09-05,Sterne Agee,Neutral,,init,CBNK
2018-10-22,Keefe Bruyette & Woods,Outperform,,init,CBNK
2018-10-22,Stephens & Co.,Overweight,,init,CBNK
2020-07-24,Piper Sandler,Neutral,,main,CBNK
2020-09-30,Piper Sandler,Neutral,,main,CBNK
2020-10-28,Piper Sandler,Overweight,Neutral,up,CBNK
