Date,Firm,To Grade,From Grade,Action,ABV
2012-09-10,Bank of America,Neutral,,main,BRC
2013-01-10,BMO Capital,Market Perform,,main,BRC
2013-03-04,BMO Capital,Market Perform,,main,BRC
2013-08-05,Baird,Outperform,,up,BRC
2013-08-16,Bank of America,Underperform,,main,BRC
2013-09-13,Baird,Neutral,Outperform,down,BRC
2013-11-27,Sidoti & Co.,Buy,Neutral,up,BRC
2014-06-13,Bank of America,Buy,Underperform,up,BRC
2014-09-15,Wells Fargo,Market Perform,Outperform,down,BRC
2015-09-15,Bank of America,Underperform,Neutral,down,BRC
2015-11-03,SunTrust Robinson Humphrey,Reduce,,init,BRC
2016-09-12,Baird,Neutral,,main,BRC
2016-09-13,SunTrust Robinson Humphrey,Neutral,Reduce,up,BRC
2017-09-08,Bank of America,Underperform,,main,BRC
2017-11-17,Bank of America,Underperform,,main,BRC
2018-01-02,Bank of America,Buy,Underperform,up,BRC
2018-07-16,Bank of America,Underperform,Buy,down,BRC
2018-09-17,Bank of America,Underperform,Underperform,main,BRC
2018-09-18,Sidoti & Co.,Neutral,Buy,down,BRC
2019-09-09,Bank of America,Underperform,,main,BRC
2019-10-31,Northcoast,Neutral,Buy,down,BRC
2019-11-22,Wells Fargo,Market Perform,,main,BRC
2020-01-14,Wells Fargo,Underweight,Equal-Weight,down,BRC
2020-03-16,Wells Fargo,Underweight,,main,BRC
2020-05-22,Wells Fargo,Underweight,,main,BRC
2020-06-04,B of A Securities,Underperform,,main,BRC
2020-09-11,Sidoti & Co.,Buy,,main,BRC
2021-06-08,Wells Fargo,Overweight,Underweight,up,BRC
