Date,Firm,To Grade,From Grade,Action,ABV
2012-06-29,Societe Generale,Hold,,up,CVE
2012-08-30,Barclays,Overweight,Equal-Weight,up,CVE
2013-02-15,BMO Capital,Outperform,,main,CVE
2013-04-25,TD Securities,Buy,Hold,up,CVE
2013-06-06,Global Hunter Securities,Buy,,init,CVE
2014-01-06,Cormark Securities,Market Perform,Buy,down,CVE
2014-02-03,Scotiabank,Outperform,,main,CVE
2014-02-14,Canaccord Genuity,Hold,Buy,down,CVE
2014-03-12,Cormark Securities,Buy,Market Perform,up,CVE
2014-03-19,Morgan Stanley,Equal-Weight,,init,CVE
2014-03-25,Morgan Stanley,Equal-Weight,,init,CVE
2014-04-29,Seaport Global,Neutral,Buy,down,CVE
2014-07-08,Cormark Securities,Market Perform,Buy,down,CVE
2014-07-17,CIBC,Sector Perform,,main,CVE
2014-09-16,AltaCorp Capital,Sector Perform,,init,CVE
2014-10-01,Citigroup,Buy,,main,CVE
2015-01-26,Bank of America,Neutral,Buy,down,CVE
2015-03-04,TD Securities,Buy,Hold,up,CVE
2015-04-14,GMP Securities,Hold,,init,CVE
2015-04-22,Nomura,,,init,CVE
2015-04-24,UBS,Buy,,init,CVE
2015-05-28,JP Morgan,Neutral,,main,CVE
2015-07-06,Citigroup,Neutral,,main,CVE
2015-10-12,Barclays,Underweight,Equal-Weight,down,CVE
2015-12-01,Goldman Sachs,Neutral,Sell,up,CVE
2015-12-15,JP Morgan,Neutral,,main,CVE
2016-01-21,Nomura,Neutral,Reduce,up,CVE
2016-01-26,Goldman Sachs,Buy,Neutral,up,CVE
2016-01-26,UBS,Neutral,Buy,down,CVE
2016-03-11,Goldman Sachs,Buy,,main,CVE
2016-06-13,Morgan Stanley,Overweight,Equal-Weight,up,CVE
2016-07-29,JP Morgan,Neutral,,main,CVE
2016-08-19,Bank of America,Neutral,,init,CVE
2016-12-13,Edward Jones,Hold,Buy,down,CVE
2017-01-23,Goldman Sachs,Sell,Buy,down,CVE
2017-01-24,Macquarie,Underperform,Neutral,down,CVE
2017-06-27,National Bank Financial,Sector Perform,,init,CVE
2017-10-13,Morgan Stanley,Overweight,,main,CVE
2018-03-07,UBS,Neutral,,init,CVE
2018-04-16,Morgan Stanley,Equal-Weight,Equal-Weight,main,CVE
2018-04-24,Raymond James,Market Perform,Underperform,up,CVE
2018-05-17,BMO Capital,Outperform,Market Perform,up,CVE
2018-05-23,Morgan Stanley,Equal-Weight,Equal-Weight,main,CVE
2018-08-02,Macquarie,Neutral,Underperform,up,CVE
2018-08-16,Canaccord Genuity,Hold,Buy,down,CVE
2018-09-07,Goldman Sachs,Sell,Neutral,down,CVE
2018-10-05,CIBC,Outperformer,,init,CVE
2018-10-12,Morgan Stanley,Equal-Weight,Equal-Weight,main,CVE
2018-11-20,Morgan Stanley,Equal-Weight,Equal-Weight,main,CVE
2019-01-28,Credit Suisse,Outperform,,init,CVE
2019-04-16,Goldman Sachs,Neutral,Sell,up,CVE
2019-09-26,Goldman Sachs,Buy,Neutral,up,CVE
2019-10-03,UBS,Neutral,,main,CVE
2019-10-07,AltaCorp Capital,Outperform,Sector Perform,up,CVE
2020-10-01,JP Morgan,Underweight,Neutral,down,CVE
2021-09-28,Goldman Sachs,Buy,,main,CVE
