Date,Firm,To Grade,From Grade,Action,ABV
2014-06-17,William Blair,Outperform,,init,AGRX
2014-06-17,RBC Capital,Outperform,,init,AGRX
2014-06-17,Cantor Fitzgerald,Buy,,init,AGRX
2014-06-17,Janney Capital,Buy,,init,AGRX
2015-04-02,FBR Capital,Outperform,,init,AGRX
2015-12-30,Noble Financial,Buy,,init,AGRX
2016-01-08,Cantor Fitzgerald,Buy,,init,AGRX
2017-07-19,H.C. Wainwright,Buy,,init,AGRX
2018-11-29,Maxim Group,Buy,,init,AGRX
2019-06-07,Oppenheimer,Outperform,,init,AGRX
2020-02-18,RBC Capital,Outperform,,main,AGRX
2020-02-18,H.C. Wainwright,Buy,,main,AGRX
2020-03-20,H.C. Wainwright,Buy,,reit,AGRX
2020-12-08,HC Wainwright & Co.,Buy,,main,AGRX
2021-07-27,RBC Capital,Outperform,,main,AGRX
2021-09-13,HC Wainwright & Co.,Buy,,main,AGRX
2021-11-03,HC Wainwright & Co.,Buy,,main,AGRX
