Date,Firm,To Grade,From Grade,Action,ABV
2018-04-23,Evercore ISI Group,Outperform,,init,FIXX
2018-04-23,Cowen & Co.,Outperform,,init,FIXX
2018-04-23,Bank of America,Buy,,init,FIXX
2018-04-24,BTIG Research,Buy,,init,FIXX
2018-09-07,B. Riley FBR,Neutral,,init,FIXX
2019-01-07,Canaccord Genuity,Buy,,init,FIXX
2019-02-20,H.C. Wainwright,Buy,,init,FIXX
2019-04-12,Evercore ISI Group,Outperform,,init,FIXX
2019-09-10,Baird,Outperform,,init,FIXX
2019-11-01,Oppenheimer,Perform,,init,FIXX
2020-02-24,Chardan Capital,Buy,,init,FIXX
2020-03-13,Baird,Outperform,,main,FIXX
2020-03-16,Oppenheimer,Outperform,Perform,up,FIXX
2020-05-13,RBC Capital,Outperform,,init,FIXX
2020-08-11,HC Wainwright & Co.,Buy,,main,FIXX
2021-03-02,Stifel,Hold,,init,FIXX
2021-11-16,Chardan Capital,Buy,,main,FIXX
