Date,Firm,To Grade,From Grade,Action,ABV
2012-02-22,UBS,Neutral,,main,JBLU
2012-04-27,Dahlman Rose,Hold,,up,JBLU
2012-05-14,Sterne Agee,Neutral,,down,JBLU
2012-05-31,UBS,Buy,,up,JBLU
2012-07-12,Goldman Sachs,Neutral,,init,JBLU
2012-07-13,JP Morgan,Overweight,,main,JBLU
2012-07-13,Imperial Capital,Outperform,,init,JBLU
2012-07-26,UBS,Buy,,main,JBLU
2012-08-01,Dahlman Rose,Sell,Hold,down,JBLU
2012-09-11,Barclays,Equal-Weight,,main,JBLU
2012-09-12,JP Morgan,Overweight,,main,JBLU
2012-11-16,Goldman Sachs,Sell,Neutral,down,JBLU
2012-12-13,Buckingham Research,Buy,,init,JBLU
2012-12-17,Dahlman Rose,,Sell,up,JBLU
2013-01-08,Deutsche Bank,Hold,Buy,down,JBLU
2013-01-18,Avondale Partners,Market Perform,,down,JBLU
2013-01-30,Raymond James,Underperform,Market Perform,down,JBLU
2013-03-08,UBS,Buy,,main,JBLU
2013-04-26,Bank of America,Neutral,,down,JBLU
2013-04-26,Imperial Capital,Outperform,,main,JBLU
2013-07-17,JP Morgan,Underweight,Overweight,down,JBLU
2013-08-16,Raymond James,Market Perform,Underperform,up,JBLU
2013-10-29,Wolfe Research,Underperform,Peer Perform,down,JBLU
2013-10-30,Imperial Capital,Outperform,,main,JBLU
2013-11-25,Raymond James,Underperform,Market Perform,down,JBLU
2014-01-31,JP Morgan,Neutral,,main,JBLU
2014-01-31,JP Morgan,Neutral,Underweight,up,JBLU
2014-02-25,Stifel Nicolaus,Hold,,init,JBLU
2014-04-07,Goldman Sachs,Neutral,Sell,up,JBLU
2014-04-16,Argus,Buy,Hold,up,JBLU
2014-04-17,Barclays,Equal-Weight,,main,JBLU
2014-05-01,JP Morgan,Overweight,Neutral,up,JBLU
2014-07-11,Barclays,Equal-Weight,,main,JBLU
2014-07-28,Barclays,Equal-Weight,,main,JBLU
2014-07-29,CRT Capital,Buy,,main,JBLU
2014-08-20,Cowen & Co.,Outperform,Market Perform,up,JBLU
2014-08-21,CRT Capital,Buy,,main,JBLU
2014-09-02,Wolfe Research,,Outperform,down,JBLU
2014-09-09,Credit Suisse,Underperform,,init,JBLU
2014-09-15,Bank of America,Underperform,Neutral,down,JBLU
2014-10-15,Avondale Partners,Market Outperform,Market Perform,up,JBLU
2014-11-12,JP Morgan,Neutral,Overweight,down,JBLU
2014-11-20,CRT Capital,Buy,,main,JBLU
2014-11-20,Deutsche Bank,Buy,,main,JBLU
2014-11-20,Credit Suisse,Neutral,Underperform,up,JBLU
2014-11-21,Imperial Capital,Outperform,,main,JBLU
2014-12-01,Bank of America,Buy,Underperform,up,JBLU
2015-01-16,Barclays,Equal-Weight,,main,JBLU
2015-02-02,CRT Capital,Buy,,main,JBLU
2015-03-16,Raymond James,Outperform,Market Perform,up,JBLU
2015-04-14,CRT Capital,Buy,,main,JBLU
2015-04-29,Barclays,Equal-Weight,,main,JBLU
2015-04-30,Credit Suisse,Outperform,Neutral,up,JBLU
2015-04-30,Credit Suisse,Outperform,Neutral,up,JBLU
2015-05-05,JP Morgan,Overweight,Neutral,up,JBLU
2015-06-10,JP Morgan,Overweight,,main,JBLU
2015-06-18,Barclays,Equal-Weight,,main,JBLU
2015-09-04,Evercore ISI Group,Hold,,main,JBLU
2015-09-17,Barclays,Equal-Weight,,main,JBLU
2015-10-13,JP Morgan,Neutral,Overweight,down,JBLU
2015-10-28,Credit Suisse,Neutral,Outperform,down,JBLU
2016-01-29,Credit Suisse,Neutral,,main,JBLU
2016-01-29,Evercore ISI Group,Buy,Hold,up,JBLU
2016-04-01,Deutsche Bank,Buy,,main,JBLU
2016-04-12,Credit Suisse,Neutral,,main,JBLU
2016-04-15,Barclays,Overweight,Equal-Weight,up,JBLU
2016-04-26,Credit Suisse,Neutral,,main,JBLU
2016-04-27,Cowen & Co.,Outperform,Market Perform,up,JBLU
2016-07-27,JP Morgan,Neutral,,main,JBLU
2016-09-16,Imperial Capital,Outperform,,init,JBLU
2016-11-18,Citigroup,Neutral,,init,JBLU
2016-12-15,Barclays,Overweight,,init,JBLU
2016-12-21,Raymond James,Market Perform,Outperform,down,JBLU
2017-01-04,Cowen & Co.,Market Perform,Outperform,down,JBLU
2017-01-25,JP Morgan,Overweight,Neutral,up,JBLU
