Date,Firm,To Grade,From Grade,Action,ABV
2015-04-07,DA Davidson,Neutral,,init,SUM
2015-04-17,Susquehanna,Positive,,init,SUM
2015-04-21,RBC Capital,Outperform,,init,SUM
2015-04-21,Deutsche Bank,Buy,,init,SUM
2015-04-21,Bank of America,Neutral,,init,SUM
2015-04-21,Barclays,Equal-Weight,,init,SUM
2015-04-21,Stifel Nicolaus,Buy,,init,SUM
2015-04-21,Goldman Sachs,Neutral,,init,SUM
2015-08-17,DA Davidson,Buy,Neutral,up,SUM
2015-08-21,FBR Capital,Outperform,,main,SUM
2015-08-21,RBC Capital,Outperform,,main,SUM
2015-10-02,Goldman Sachs,Buy,Neutral,up,SUM
2015-10-08,Bank of America,Buy,Neutral,up,SUM
2015-10-13,Barclays,Equal-Weight,,main,SUM
2016-01-20,Barclays,Equal-Weight,,main,SUM
2016-02-01,Deutsche Bank,Buy,,main,SUM
2016-02-17,Citigroup,Buy,Neutral,up,SUM
2016-02-17,Deutsche Bank,Buy,,main,SUM
2016-03-22,Barclays,Equal-Weight,,main,SUM
2016-04-18,Citigroup,Buy,,main,SUM
2016-08-04,Citigroup,Buy,,main,SUM
2016-08-05,Citigroup,Buy,,main,SUM
2016-10-11,Goldman Sachs,Neutral,Buy,down,SUM
2016-11-16,Bank of America,Neutral,Buy,down,SUM
2017-01-20,SunTrust Robinson Humphrey,Buy,,init,SUM
2017-06-08,Longbow Research,Buy,,init,SUM
2017-10-31,Bank of America,Neutral,,main,SUM
2017-12-13,Barclays,Equal-Weight,,init,SUM
2018-01-25,Citigroup,Buy,Buy,main,SUM
2018-02-15,Deutsche Bank,Buy,Buy,main,SUM
2018-02-27,Goldman Sachs,Buy,Neutral,up,SUM
2018-04-17,Jefferies,Buy,,init,SUM
2018-05-30,SunTrust Robinson Humphrey,Buy,Buy,main,SUM
2018-07-23,Citigroup,Buy,Buy,main,SUM
2018-08-02,Barclays,Equal-Weight,Equal-Weight,main,SUM
2018-08-03,Stifel Nicolaus,Buy,Buy,main,SUM
2018-10-11,DA Davidson,Buy,Buy,main,SUM
2019-01-04,Citigroup,Buy,Buy,main,SUM
2019-03-21,JP Morgan,Neutral,,init,SUM
2019-04-03,Berenberg,Hold,,init,SUM
2019-09-05,JP Morgan,Neutral,,main,SUM
2019-11-21,Deutsche Bank,Buy,,init,SUM
2019-12-06,Goldman Sachs,Neutral,Buy,down,SUM
2019-12-17,Citigroup,Buy,,init,SUM
2020-01-13,Goldman Sachs,Sell,Neutral,down,SUM
2020-02-10,Stephens & Co.,Overweight,,main,SUM
2020-03-19,Goldman Sachs,Sell,,main,SUM
2020-03-25,Deutsche Bank,Buy,,main,SUM
2020-04-17,Loop Capital,Hold,Buy,down,SUM
2020-04-23,JP Morgan,Neutral,,main,SUM
2020-04-30,CFRA,Buy,,main,SUM
2020-04-30,Stifel,Buy,,main,SUM
2020-05-01,Citigroup,Buy,,main,SUM
2020-05-05,SunTrust Robinson Humphrey,Hold,,main,SUM
2020-07-22,Citigroup,Buy,,main,SUM
2020-07-23,Loop Capital,Buy,Hold,up,SUM
2020-08-06,JP Morgan,Overweight,Neutral,up,SUM
2020-12-09,UBS,Sell,,init,SUM
2020-12-18,Morgan Stanley,Equal-Weight,,init,SUM
2021-01-06,Stephens & Co.,Overweight,Equal-Weight,up,SUM
2021-01-22,Morgan Stanley,Equal-Weight,,main,SUM
2021-02-23,Morgan Stanley,Equal-Weight,,main,SUM
2021-02-25,Morgan Stanley,Equal-Weight,,main,SUM
2021-04-12,Morgan Stanley,Equal-Weight,,main,SUM
2021-05-12,Morgan Stanley,Equal-Weight,,main,SUM
2021-05-13,Stephens & Co.,Overweight,,main,SUM
2021-06-01,Goldman Sachs,Neutral,Sell,up,SUM
2021-07-13,Morgan Stanley,Equal-Weight,,main,SUM
2021-08-06,RBC Capital,Outperform,,main,SUM
2021-08-09,Morgan Stanley,Equal-Weight,,main,SUM
2021-10-13,Morgan Stanley,Equal-Weight,,main,SUM
2021-10-18,RBC Capital,Sector Perform,Outperform,down,SUM
2021-10-26,Citigroup,Buy,,main,SUM
2021-10-28,Wolfe Research,Outperform,,init,SUM
2021-11-05,RBC Capital,Sector Perform,,main,SUM
2021-12-09,Morgan Stanley,Equal-Weight,,main,SUM
