Date,Firm,To Grade,From Grade,Action,ABV
2015-04-16,H.C. Wainwright,Buy,,init,WRN
2017-04-07,Rodman & Renshaw,Buy,,reit,WRN
2017-10-26,Roth Capital,Buy,,init,WRN
2020-02-26,H.C. Wainwright,Buy,,reit,WRN
2020-05-21,HC Wainwright & Co.,Buy,,reit,WRN
2020-06-08,HC Wainwright & Co.,Buy,,main,WRN
2020-07-13,HC Wainwright & Co.,Buy,,reit,WRN
2020-08-10,HC Wainwright & Co.,Buy,,main,WRN
2020-12-14,HC Wainwright & Co.,Buy,,main,WRN
2021-05-18,HC Wainwright & Co.,Buy,,main,WRN
2021-06-23,HC Wainwright & Co.,Buy,,main,WRN
2021-08-19,HC Wainwright & Co.,Buy,,main,WRN
