Date,Firm,To Grade,From Grade,Action,ABV
2012-07-16,Scotia Howard Weil,Market Outperform,,main,OIS
2012-08-02,Barclays,Overweight,,main,OIS
2012-08-07,Dahlman Rose,Buy,,init,OIS
2012-09-21,Williams Capital,Buy,,init,OIS
2012-10-11,BMO Capital,Market Perform,,init,OIS
2012-11-02,Williams Capital,Buy,,main,OIS
2012-11-05,Barclays,Overweight,,main,OIS
2012-12-13,Guggenheim,Buy,,init,OIS
2012-12-27,Standpoint Research,Buy,,init,OIS
2013-02-01,Credit Suisse,Outperform,,init,OIS
2013-02-22,BMO Capital,Market Perform,,main,OIS
2013-04-09,Credit Suisse,Neutral,Outperform,down,OIS
2013-04-23,RBC Capital,Sector Perform,Outperform,down,OIS
2013-04-30,Standpoint Research,Hold,Buy,down,OIS
2013-05-01,Raymond James,Market Perform,Outperform,down,OIS
2013-05-03,ISI Group,Neutral,Strong Buy,down,OIS
2013-05-06,Capital One Financial,Neutral,Add,down,OIS
2013-05-06,Tudor Pickering,,Buy,down,OIS
2013-05-13,Johnson Rice,Equal-Weight,Overweight,down,OIS
2013-05-14,BB&T Capital,Hold,Buy,down,OIS
2013-05-21,Sterne Agee,Neutral,Buy,down,OIS
2013-07-02,Cowen & Co.,Market Perform,Outperform,down,OIS
2013-08-01,Williams Capital,Hold,Buy,down,OIS
2013-08-07,William Blair,Market Perform,Outperform,down,OIS
2013-09-18,BMO Capital,Market Perform,Underperform,up,OIS
2013-11-01,Capital One Financial,Add,,up,OIS
2013-12-18,Credit Suisse,Neutral,,main,OIS
2014-02-04,Tudor Pickering,Buy,Accumulate,up,OIS
2014-02-21,Guggenheim,Neutral,Buy,down,OIS
2014-03-21,Clarksons Platou,Outperform,,init,OIS
2014-05-05,Barclays,Overweight,,main,OIS
2014-05-20,RBC Capital,Outperform,Sector Perform,up,OIS
2014-05-21,RBC Capital,Outperform,Sector Perform,up,OIS
2014-06-02,Sterne Agee,Buy,Neutral,up,OIS
2014-06-02,Scotia Howard Weil,Sector Perform,Sector Outperform,down,OIS
2014-06-09,Barclays,Overweight,,main,OIS
2014-07-16,Baird,Outperform,,init,OIS
2014-08-04,Credit Suisse,Outperform,Neutral,up,OIS
2014-08-04,Baird,Outperform,,main,OIS
2014-10-16,ISI Group,Buy,,init,OIS
2014-11-17,Evercore ISI Group,Hold,Buy,down,OIS
2014-11-18,SunTrust Robinson Humphrey,Neutral,,init,OIS
2014-12-18,RBC Capital,Sector Perform,Outperform,down,OIS
2015-02-09,Capital One Financial,Equal-Weight,Overweight,down,OIS
2015-02-18,BMO Capital,Underperform,,init,OIS
2015-02-20,Credit Suisse,Neutral,Outperform,down,OIS
2015-05-29,JP Morgan,Neutral,,init,OIS
2015-06-17,Scotia Howard Weil,Sector Outperform,Sector Perform,up,OIS
2015-06-19,Susquehanna,Neutral,,main,OIS
2015-08-20,Deutsche Bank,Hold,,init,OIS
2015-09-04,Credit Suisse,Neutral,,main,OIS
2015-11-02,Susquehanna,Neutral,,main,OIS
2015-11-30,Guggenheim,Buy,Neutral,up,OIS
2015-12-14,KLR Group,Buy,,init,OIS
2016-01-11,Scotia Howard Weil,Neutral,Overweight,down,OIS
2016-01-21,Baird,Neutral,Outperform,down,OIS
2016-02-22,Deutsche Bank,Hold,,main,OIS
2016-03-28,Scotia Howard Weil,Sector Perform,Outperform,down,OIS
2016-03-31,PiperJaffray,Overweight,Neutral,up,OIS
2016-04-01,Susquehanna,Neutral,,main,OIS
2016-06-22,Scotia Howard Weil,Sector Outperform,Sector Perform,up,OIS
2016-06-29,Evercore ISI Group,Buy,Hold,up,OIS
2016-08-01,Deutsche Bank,Hold,,main,OIS
2016-08-11,Morgan Stanley,Equal-Weight,,init,OIS
2016-09-30,Loop Capital,Buy,,init,OIS
2016-10-26,Morgan Stanley,Overweight,Equal-Weight,up,OIS
2016-12-07,JP Morgan,Overweight,Neutral,up,OIS
2016-12-08,Wolfe Research,Outperform,,up,OIS
2017-01-18,SunTrust Robinson Humphrey,Hold,,init,OIS
2017-02-16,PiperJaffray,Neutral,Overweight,down,OIS
2017-06-16,Wells Fargo,Outperform,,init,OIS
2017-06-21,Morgan Stanley,Equal-Weight,Overweight,down,OIS
2017-07-07,Wells Fargo,Market Perform,Outperform,down,OIS
2017-08-01,Guggenheim,Neutral,Buy,down,OIS
2017-09-12,JP Morgan,Overweight,,main,OIS
2017-10-10,Deutsche Bank,Hold,,init,OIS
2017-10-30,JP Morgan,Overweight,,main,OIS
2017-11-09,BMO Capital,Market Perform,,main,OIS
2018-02-21,JP Morgan,Overweight,Overweight,main,OIS
2018-04-27,JP Morgan,Neutral,Overweight,down,OIS
2018-07-31,Credit Suisse,Neutral,Neutral,main,OIS
2018-09-11,Stifel Nicolaus,Buy,,init,OIS
2018-09-19,Morgan Stanley,Equal-Weight,,init,OIS
2018-10-30,Credit Suisse,Neutral,Neutral,main,OIS
2018-10-30,Raymond James,Outperform,Outperform,main,OIS
2018-11-12,SunTrust Robinson Humphrey,Buy,Hold,up,OIS
2019-03-27,Raymond James,Strong Buy,Outperform,up,OIS
2019-03-29,Wells Fargo,Outperform,Market Perform,up,OIS
2019-07-30,Raymond James,Strong Buy,,main,OIS
2019-09-12,Wells Fargo,Market Perform,Outperform,down,OIS
2019-10-07,Morgan Stanley,Equal-Weight,,main,OIS
2019-12-13,JP Morgan,Underweight,Neutral,down,OIS
2020-01-06,ScotiaBank,Sector Underperform,Sector Perform,down,OIS
2020-01-09,Wells Fargo,Equal-Weight,,main,OIS
2020-01-24,Raymond James,Strong Buy,,main,OIS
2020-01-27,Stifel Nicolaus,Buy,,main,OIS
2020-02-21,Raymond James,Strong Buy,,main,OIS
2020-02-21,JP Morgan,Neutral,Underweight,up,OIS
2020-03-10,Raymond James,Market Perform,Strong Buy,down,OIS
2020-05-19,Morgan Stanley,Equal-Weight,,main,OIS
2020-07-08,Morgan Stanley,Equal-Weight,,main,OIS
2021-03-25,Morgan Stanley,Equal-Weight,,main,OIS
