Date,Firm,To Grade,From Grade,Action,ABV
2018-05-14,RBC Capital,Outperform,,init,EAF
2018-05-14,JP Morgan,Overweight,,init,EAF
2018-05-14,Credit Suisse,Outperform,,init,EAF
2018-05-15,BMO Capital,Outperform,,init,EAF
2018-08-01,Vertical Research,Buy,,init,EAF
2018-08-06,BMO Capital,Outperform,Outperform,main,EAF
2018-11-05,BMO Capital,Outperform,Outperform,main,EAF
2018-11-06,RBC Capital,Outperform,Outperform,main,EAF
2018-11-12,Vertical Group,Sell,Buy,down,EAF
2019-04-22,Citigroup,Sell,Buy,down,EAF
2019-07-25,Citigroup,Neutral,Sell,up,EAF
2019-12-17,BMO Capital,Market Perform,Outperform,down,EAF
2020-02-13,RBC Capital,Sector Perform,Outperform,down,EAF
2020-04-17,JP Morgan,Overweight,,main,EAF
2021-05-13,RBC Capital,Outperform,Sector Perform,up,EAF
