Date,Firm,To Grade,From Grade,Action,ABV
2021-04-09,Compass Point,Neutral,,init,COMP
2021-04-26,Goldman Sachs,Buy,,init,COMP
2021-04-26,Needham,Buy,,init,COMP
2021-04-26,Deutsche Bank,Buy,,init,COMP
2021-04-26,Barclays,Equal-Weight,,init,COMP
2021-04-26,Morgan Stanley,Overweight,,init,COMP
2021-04-26,Oppenheimer,Outperform,,init,COMP
2021-04-26,Loop Capital,Hold,,init,COMP
2021-05-13,Barclays,Equal-Weight,,main,COMP
2021-05-13,Morgan Stanley,Overweight,,main,COMP
2021-08-10,Needham,Buy,,main,COMP
2021-08-10,Morgan Stanley,Overweight,,main,COMP
2021-10-11,Morgan Stanley,Overweight,,main,COMP
2021-11-11,Needham,Buy,,main,COMP
2021-11-11,Barclays,Equal-Weight,,main,COMP
