Date,Firm,To Grade,From Grade,Action,ABV
2012-08-06,DA Davidson,Buy,,main,CRNT
2012-10-29,Oppenheimer,Perform,Outperform,down,CRNT
2012-10-30,Jefferies,Hold,Buy,down,CRNT
2013-02-15,DA Davidson,Buy,,main,CRNT
2013-04-08,DA Davidson,Buy,,main,CRNT
2013-12-09,Needham,Strong Buy,,init,CRNT
2014-05-09,Jefferies,Hold,,main,CRNT
2014-10-30,Needham,Buy,,down,CRNT
2014-12-18,Jefferies,Hold,,init,CRNT
2015-03-02,Jefferies,Hold,,main,CRNT
2015-08-14,Jefferies,Hold,,main,CRNT
2016-08-09,Jefferies,Hold,,main,CRNT
2017-01-17,Needham,Hold,Buy,down,CRNT
2018-05-08,Needham,Buy,Hold,up,CRNT
2018-09-28,Oppenheimer,Outperform,Perform,up,CRNT
2018-11-28,Needham,Hold,Buy,down,CRNT
2019-11-05,Oppenheimer,Perform,Outperform,down,CRNT
2020-04-17,Needham,Buy,Hold,up,CRNT
2021-01-14,Needham,Buy,,main,CRNT
2021-01-20,Needham,Underperform,Buy,down,CRNT
2021-02-22,Oppenheimer,Outperform,Perform,up,CRNT
2021-03-12,Needham,Hold,Underperform,up,CRNT
2021-05-04,Needham,Buy,Hold,up,CRNT
2021-07-19,Needham,Buy,,main,CRNT
2021-09-16,Aegis Capital,Buy,,init,CRNT
