Date,Firm,To Grade,From Grade,Action,ABV
2017-08-14,Wells Fargo,Outperform,,init,CLXT
2017-08-14,Jefferies,Buy,,init,CLXT
2017-08-15,Citigroup,Buy,,init,CLXT
2017-09-27,Citigroup,Neutral,Buy,down,CLXT
2017-09-29,Wells Fargo,Outperform,,main,CLXT
2017-10-30,BMO Capital,Outperform,,init,CLXT
2017-11-16,Citigroup,Neutral,,main,CLXT
2017-12-20,Ladenburg Thalmann,Buy,,init,CLXT
2018-09-07,Goldman Sachs,Neutral,,init,CLXT
2018-11-19,Citigroup,Neutral,Neutral,main,CLXT
2018-12-17,Goldman Sachs,Buy,Neutral,up,CLXT
2019-02-27,Citigroup,Neutral,Neutral,main,CLXT
2019-03-06,National Securities,Buy,,init,CLXT
2020-03-06,Goldman Sachs,Neutral,Buy,down,CLXT
2020-03-06,Wells Fargo,Equal-Weight,Overweight,down,CLXT
2020-05-08,BMO Capital,Market Perform,Outperform,down,CLXT
2020-05-15,Wells Fargo,Equal-Weight,,main,CLXT
2020-07-28,Canaccord Genuity,Buy,,init,CLXT
2020-12-10,HC Wainwright & Co.,Buy,,init,CLXT
2020-12-15,Berenberg,Buy,,init,CLXT
2021-11-02,Roth Capital,Buy,,init,CLXT
