Date,Firm,To Grade,From Grade,Action,ABV
2014-09-05,Morgan Stanley,Equal-Weight,,init,OEC
2014-09-08,KeyBanc,Buy,,init,OEC
2014-09-08,Goldman Sachs,Buy,,init,OEC
2014-09-08,UBS,Buy,,init,OEC
2014-09-09,Barclays,Equal-Weight,,init,OEC
2014-11-18,JP Morgan,Overweight,,main,OEC
2015-05-11,Barclays,Equal-Weight,,main,OEC
2015-06-10,JP Morgan,Overweight,,main,OEC
2015-08-10,Barclays,Equal-Weight,,main,OEC
2015-10-30,UBS,Neutral,Buy,down,OEC
2015-11-03,Barclays,Equal-Weight,,main,OEC
2015-12-29,Barclays,Equal-Weight,,main,OEC
2016-03-07,Macquarie,Neutral,,main,OEC
2016-06-10,BB&T Capital,Buy,,init,OEC
2016-08-05,UBS,Neutral,,main,OEC
2016-08-15,JP Morgan,Overweight,,main,OEC
2017-05-12,Goldman Sachs,Neutral,,init,OEC
2017-05-16,Berenberg,Buy,,init,OEC
2017-07-14,Goldman Sachs,Buy,Neutral,up,OEC
2017-08-07,JP Morgan,Neutral,Overweight,down,OEC
2017-10-16,KeyBanc,Buy,,main,OEC
2017-11-03,UBS,Neutral,,main,OEC
2017-11-06,JP Morgan,Overweight,Neutral,up,OEC
2017-11-07,Barclays,Equal-Weight,,main,OEC
2018-01-22,Jefferies,Buy,,init,OEC
2018-02-23,UBS,Neutral,Neutral,main,OEC
2018-02-26,KeyBanc,Buy,Buy,main,OEC
2018-03-06,JP Morgan,Overweight,Overweight,main,OEC
2018-07-13,KeyBanc,Sector Weight,Overweight,down,OEC
2018-11-20,UBS,Buy,Neutral,up,OEC
2019-03-11,JP Morgan,Neutral,Overweight,down,OEC
2019-08-05,Loop Capital,Hold,Buy,down,OEC
2019-10-10,UBS,Buy,,main,OEC
2019-11-04,UBS,Buy,,main,OEC
2020-03-23,UBS,Buy,,main,OEC
2020-05-11,Barclays,Underweight,Equal-Weight,down,OEC
2020-06-19,UBS,Buy,,main,OEC
2020-10-06,UBS,Buy,,main,OEC
2020-10-27,Loop Capital,Buy,Hold,up,OEC
2021-06-18,JP Morgan,Overweight,Neutral,up,OEC
2021-08-09,Barclays,Underweight,,main,OEC
2022-01-04,UBS,Buy,,main,OEC
