Date,Firm,To Grade,From Grade,Action,ABV
2012-03-15,BMO Capital,Market Perform,,main,SAP
2012-06-05,BMO Capital,Market Perform,,main,SAP
2012-07-25,Jefferies,Hold,,main,SAP
2012-10-10,Barclays,Equal-Weight,Overweight,down,SAP
2012-10-26,Bank of America,Buy,Neutral,up,SAP
2012-12-14,Janney Capital,Buy,,init,SAP
2012-12-17,JMP Securities,,Market Underperform,up,SAP
2013-01-07,UBS,Neutral,Buy,down,SAP
2013-01-14,Jefferies,Hold,,main,SAP
2013-01-17,Citigroup,Neutral,Buy,down,SAP
2013-01-23,National Bank Financial,Buy,Hold,up,SAP
2013-03-06,BMO Capital,Market Perform,,main,SAP
2013-03-07,HSBC,Overweight,Neutral,up,SAP
2013-04-22,Jefferies,Hold,,main,SAP
2013-04-22,Baader Bank,Buy,Hold,up,SAP
2013-08-28,Mainfirst,Outperform,,init,SAP
2013-09-03,Redburn Partners,Sell,,down,SAP
2013-09-11,Santander,Hold,Underweight,up,SAP
2013-09-18,Commerzbank,Add,Hold,up,SAP
2013-09-30,Warburg Research,Hold,Buy,down,SAP
2013-10-21,WGZ Bank,Buy,Hold,up,SAP
2013-10-21,Commerzbank,Buy,Add,up,SAP
2013-10-22,Jefferies,Hold,,main,SAP
2014-01-08,UBS,Buy,Neutral,up,SAP
2014-01-13,Warburg Research,Hold,,down,SAP
2014-01-13,Pacific Crest,Sector Perform,,down,SAP
2014-01-22,William Blair,Market Perform,Outperform,down,SAP
2014-01-22,Bankhaus Metzler,Sell,Buy,down,SAP
2014-02-27,B. Riley FBR,,,init,SAP
2014-03-17,Citigroup,Buy,,up,SAP
2014-07-18,FBR Capital,Market Perform,,main,SAP
2014-09-16,RBC Capital,Sector Perform,,init,SAP
2014-10-21,FBR Capital,Market Perform,,main,SAP
2014-10-21,Barclays,Overweight,,main,SAP
2014-11-21,Jefferies,Hold,,init,SAP
2014-12-08,Jefferies,Hold,,main,SAP
2015-01-06,Bank of America,Neutral,Buy,down,SAP
2015-01-08,Evercore ISI Group,Buy,Hold,up,SAP
2015-01-21,Barclays,Overweight,,main,SAP
2015-04-06,Wells Fargo,Underperform,Market Perform,down,SAP
2015-04-08,Barclays,Overweight,,main,SAP
2015-04-22,Susquehanna,Neutral,,main,SAP
2015-04-22,Jefferies,Hold,,main,SAP
2015-04-22,Bank of America,Buy,Neutral,up,SAP
2015-05-26,Cowen & Co.,Market Perform,,init,SAP
2015-06-04,Oppenheimer,Outperform,,main,SAP
2015-06-19,Barclays,Overweight,,main,SAP
2015-07-07,UBS,Buy,Neutral,up,SAP
2015-07-22,Barclays,Overweight,,main,SAP
2015-09-15,JP Morgan,Overweight,Neutral,up,SAP
2015-10-14,HSBC,Buy,Hold,up,SAP
2015-10-21,Jefferies,Hold,,main,SAP
2016-01-06,Barclays,Overweight,,main,SAP
2016-01-08,BMO Capital,Market Perform,,init,SAP
2016-01-26,Argus,Buy,,main,SAP
2016-04-12,Berenberg,Buy,Hold,up,SAP
2016-06-01,Evercore ISI Group,Hold,Buy,down,SAP
2016-06-13,Jefferies,Underperform,Hold,down,SAP
2017-01-19,Goldman Sachs,Buy,Buy,main,SAP
2017-03-02,Societe Generale,Buy,Hold,up,SAP
2017-08-23,Berenberg,Buy,,init,SAP
2017-10-23,Argus,Buy,,main,SAP
2018-01-12,Cowen & Co.,Market Weight,Outperform,down,SAP
2018-03-01,Stifel Nicolaus,Sell,Sell,main,SAP
2018-03-12,Evercore ISI Group,Outperform,In-Line,up,SAP
2018-04-25,Barclays,Overweight,Overweight,main,SAP
2018-06-01,Jefferies,Buy,,init,SAP
2018-07-18,Oppenheimer,Outperform,Outperform,main,SAP
2018-07-20,Barclays,Overweight,Overweight,main,SAP
2018-10-19,Barclays,Overweight,Overweight,main,SAP
2019-02-04,Bank of America,Neutral,Buy,down,SAP
2019-04-09,HSBC,Hold,Buy,down,SAP
2019-04-09,UBS,Neutral,Buy,down,SAP
2019-04-25,JMP Securities,Market Outperform,Market Outperform,main,SAP
2019-04-29,RBC Capital,Outperform,Sector Perform,up,SAP
2019-07-19,Barclays,Overweight,,main,SAP
2019-07-19,Deutsche Bank,Hold,Buy,down,SAP
2019-11-13,Oppenheimer,Outperform,,main,SAP
2019-12-17,Bank of America,Underperform,Neutral,down,SAP
2020-01-24,Goldman Sachs,Buy,,main,SAP
2020-01-29,RBC Capital,Outperform,,main,SAP
2020-03-17,Oppenheimer,Outperform,,main,SAP
2020-04-06,RBC Capital,Outperform,,reit,SAP
2020-04-13,BMO Capital,Market Perform,,main,SAP
2020-04-22,RBC Capital,Sector Perform,Outperform,down,SAP
2020-04-22,BMO Capital,Market Perform,,main,SAP
2020-07-09,RBC Capital,Sector Perform,,main,SAP
2020-07-20,Barclays,Overweight,,main,SAP
2020-07-28,RBC Capital,Sector Perform,,main,SAP
2020-10-26,Exane BNP Paribas,Neutral,Outperform,down,SAP
2020-10-27,BMO Capital,Market Perform,,main,SAP
2020-11-06,Citigroup,Neutral,Buy,down,SAP
2021-01-07,Barclays,Overweight,,main,SAP
2021-07-07,B of A Securities,Buy,Underperform,up,SAP
2021-07-27,Barclays,Overweight,,main,SAP
2021-12-13,UBS,Buy,Neutral,up,SAP
