Date,Firm,To Grade,From Grade,Action,ABV
2015-05-29,JMP Securities,Market Outperform,,init,ENVA
2016-01-15,Janney Capital,Neutral,,init,ENVA
2016-02-08,FBR Capital,Market Perform,,main,ENVA
2016-05-26,Macquarie,Neutral,,init,ENVA
2016-07-29,FBR Capital,Market Perform,,main,ENVA
2016-09-01,Jefferies,Buy,,init,ENVA
2016-09-13,JMP Securities,Market Outperform,,main,ENVA
2017-07-12,Maxim Group,Buy,,init,ENVA
2018-02-02,JMP Securities,Market Outperform,Market Outperform,main,ENVA
2018-04-27,JMP Securities,Market Outperform,Market Outperform,main,ENVA
2018-10-10,JMP Securities,Market Outperform,Market Outperform,main,ENVA
2018-12-06,JMP Securities,Market Outperform,Market Outperform,main,ENVA
2020-04-29,JMP Securities,Market Outperform,,main,ENVA
2021-04-12,Stephens & Co.,Equal-Weight,Overweight,down,ENVA
