Date,Firm,To Grade,From Grade,Action,ABV
2012-03-21,JP Morgan,Overweight,,main,NLSN
2012-07-18,PiperJaffray,Neutral,,main,NLSN
2012-08-09,Goldman Sachs,Buy,,main,NLSN
2012-10-10,Goldman Sachs,Buy,,main,NLSN
2012-10-23,Deutsche Bank,Buy,,main,NLSN
2012-11-28,Pivotal Research,,,init,NLSN
2012-12-19,Deutsche Bank,Buy,,main,NLSN
2013-01-07,Pivotal Research,Hold,,main,NLSN
2013-02-12,Citigroup,Buy,,main,NLSN
2013-02-12,Credit Suisse,Outperform,,main,NLSN
2013-02-15,Benchmark,Buy,,main,NLSN
2013-04-19,BMO Capital,Outperform,,init,NLSN
2013-04-29,Northland Securities,Underperform,,init,NLSN
2013-08-20,Bernstein,Outperform,Market Perform,up,NLSN
2013-09-20,Bernstein,Market Perform,Outperform,down,NLSN
2013-10-24,Deutsche Bank,Buy,,main,NLSN
2013-10-29,FBR Capital,Outperform,,init,NLSN
2013-12-11,Credit Suisse,Outperform,,init,NLSN
2013-12-13,Citigroup,Buy,,main,NLSN
2013-12-16,BMO Capital,Market Perform,Outperform,down,NLSN
2014-02-04,Pivotal Research,Buy,Hold,up,NLSN
2014-02-13,Wells Fargo,Outperform,,init,NLSN
2014-02-20,Baird,Neutral,,init,NLSN
2014-02-21,Baird,Neutral,,init,NLSN
2014-04-25,JP Morgan,Overweight,,main,NLSN
2014-04-25,Deutsche Bank,Buy,,main,NLSN
2014-05-14,Barclays,Overweight,,init,NLSN
2014-06-19,JP Morgan,Overweight,,main,NLSN
2014-07-17,Pivotal Research,Hold,Buy,down,NLSN
2014-10-10,Pivotal Research,Buy,Hold,up,NLSN
2014-10-14,Bernstein,Outperform,Market Perform,up,NLSN
2014-10-20,Deutsche Bank,Buy,,main,NLSN
2014-10-24,Citigroup,Buy,,main,NLSN
2014-10-27,Barclays,Overweight,,main,NLSN
2014-12-10,Morgan Stanley,Overweight,,main,NLSN
2014-12-11,Credit Suisse,Outperform,,main,NLSN
2015-02-06,Deutsche Bank,Buy,,main,NLSN
2015-02-06,Citigroup,Buy,,main,NLSN
2015-02-13,Citigroup,Buy,,main,NLSN
2015-04-09,Telsey Advisory Group,Outperform,,init,NLSN
2015-04-13,Pivotal Research,Hold,Buy,down,NLSN
2015-04-23,Deutsche Bank,Buy,,main,NLSN
2015-07-29,Barclays,Overweight,,main,NLSN
2015-07-29,Deutsche Bank,Buy,,main,NLSN
2015-08-10,BMO Capital,Outperform,Market Perform,up,NLSN
2015-09-02,Bernstein,Outperform,,main,NLSN
2016-02-12,Deutsche Bank,Buy,,main,NLSN
2016-02-29,Jefferies,Buy,,init,NLSN
2016-03-09,Morgan Stanley,Equal-Weight,Overweight,down,NLSN
2016-03-22,Sterne Agee CRT,Buy,,init,NLSN
2016-04-07,Citigroup,Buy,,main,NLSN
2016-07-22,BMO Capital,Market Perform,Outperform,down,NLSN
2016-07-27,JP Morgan,Overweight,,main,NLSN
2016-08-25,Macquarie,Outperform,,init,NLSN
2016-09-15,Cantor Fitzgerald,Hold,,init,NLSN
2016-11-15,SunTrust Robinson Humphrey,Buy,,init,NLSN
2016-11-16,SunTrust Robinson Humphrey,Buy,,init,NLSN
2016-12-05,Barclays,Overweight,,main,NLSN
2016-12-06,Deutsche Bank,Hold,,init,NLSN
2016-12-14,Morgan Stanley,Overweight,Equal-Weight,up,NLSN
2017-01-10,Barclays,Equal-Weight,Overweight,down,NLSN
2017-04-26,Telsey Advisory Group,Market Perform,Outperform,down,NLSN
2017-10-26,BMO Capital,Market Perform,,main,NLSN
2017-10-26,Morgan Stanley,Overweight,,main,NLSN
2017-10-26,Credit Suisse,Outperform,,main,NLSN
2017-11-08,Goldman Sachs,Neutral,,init,NLSN
2017-11-10,BMO Capital,Market Perform,,main,NLSN
2017-11-10,Morgan Stanley,Overweight,,main,NLSN
2017-12-14,Barclays,Underweight,Equal-Weight,down,NLSN
2018-01-02,Macquarie,Neutral,Outperform,down,NLSN
2018-01-08,Baird,Outperform,Neutral,up,NLSN
2018-02-09,Morgan Stanley,Overweight,Overweight,main,NLSN
2018-02-09,Credit Suisse,Outperform,Outperform,main,NLSN
2018-02-09,Baird,Outperform,Outperform,main,NLSN
2018-02-09,Deutsche Bank,Hold,Hold,main,NLSN
2018-02-12,BMO Capital,Market Perform,Market Perform,main,NLSN
2018-04-16,BMO Capital,Outperform,Market Perform,up,NLSN
2018-04-30,Morgan Stanley,Overweight,Overweight,main,NLSN
2018-06-04,Pivotal Research,Buy,Hold,up,NLSN
2018-07-02,Goldman Sachs,Sell,Neutral,down,NLSN
