Date,Firm,To Grade,From Grade,Action,ABV
2012-10-23,RBC Capital,Outperform,,init,QLYS
2012-10-23,JP Morgan,Overweight,,init,QLYS
2012-10-23,JMP Securities,Market Outperform,,init,QLYS
2012-10-23,Baird,Outperform,,init,QLYS
2012-10-23,Credit Suisse,Neutral,,init,QLYS
2013-04-18,Imperial Capital,Outperform,,init,QLYS
2013-06-25,Imperial Capital,Outperform,,main,QLYS
2013-07-10,Wedbush,Outperform,,init,QLYS
2013-08-06,Imperial Capital,Outperform,,main,QLYS
2013-09-17,Imperial Capital,Outperform,,main,QLYS
2013-10-17,Topeka,Hold,,init,QLYS
2013-10-18,JP Morgan,Neutral,Overweight,down,QLYS
2014-02-04,Sterne Agee,Neutral,,init,QLYS
2014-02-11,Pacific Crest,Sector Perform,Outperform,down,QLYS
2014-05-06,JMP Securities,Market Outperform,,main,QLYS
2014-05-07,Imperial Capital,Outperform,,main,QLYS
2014-08-05,Credit Suisse,Neutral,,main,QLYS
2014-08-05,JMP Securities,Market Outperform,,main,QLYS
2014-08-14,RBC Capital,Sector Perform,Outperform,down,QLYS
2014-10-16,JMP Securities,Market Outperform,,main,QLYS
2014-11-04,Credit Suisse,Neutral,,main,QLYS
2014-11-11,Macquarie,Underperform,,init,QLYS
2015-01-26,JMP Securities,Market Perform,Market Outperform,down,QLYS
2015-02-10,JP Morgan,Neutral,,main,QLYS
2015-02-10,Credit Suisse,Neutral,,main,QLYS
2015-03-12,Summit Research Partners,Hold,,init,QLYS
2015-04-08,Topeka,Buy,Hold,up,QLYS
2015-04-13,Baird,Neutral,Outperform,down,QLYS
2015-05-05,Baird,Outperform,Neutral,up,QLYS
2015-06-09,Wunderlich,Buy,,init,QLYS
2015-09-10,BTIG Research,Neutral,,init,QLYS
2015-09-24,Macquarie,Neutral,Underperform,up,QLYS
2015-09-29,Stifel Nicolaus,Hold,,init,QLYS
2015-10-08,Credit Suisse,Outperform,Neutral,up,QLYS
2015-10-15,DA Davidson,Buy,,init,QLYS
2015-12-10,JP Morgan,Underweight,Neutral,down,QLYS
2016-02-09,JP Morgan,Underweight,,main,QLYS
2016-02-09,DA Davidson,Neutral,Buy,down,QLYS
2016-02-10,Imperial Capital,Outperform,,main,QLYS
2016-03-07,Wunderlich,Hold,Buy,down,QLYS
2016-05-03,DA Davidson,Neutral,,main,QLYS
2016-05-03,Baird,Neutral,Outperform,down,QLYS
2016-09-13,Wunderlich,Buy,Hold,up,QLYS
2016-10-17,DA Davidson,Buy,Neutral,up,QLYS
2016-11-04,JP Morgan,Neutral,Underweight,up,QLYS
2017-01-11,Wells Fargo,Market Perform,,init,QLYS
2017-01-25,Northland Securities,Outperform,,init,QLYS
2017-02-09,First Analysis,Equal-Weight,Overweight,down,QLYS
2017-03-21,Stephens & Co.,Overweight,Equal-Weight,up,QLYS
2017-03-30,Morgan Stanley,Overweight,,init,QLYS
2017-06-07,Susquehanna,Neutral,,init,QLYS
2017-07-20,Morgan Stanley,Overweight,,main,QLYS
2017-08-03,JP Morgan,Overweight,Neutral,up,QLYS
2017-10-10,Morgan Stanley,Equal-Weight,Overweight,down,QLYS
2017-10-24,Needham,Buy,,init,QLYS
2017-11-01,Summit Redstone Partners,Buy,Hold,up,QLYS
2017-11-01,JP Morgan,Overweight,,main,QLYS
2017-12-12,JP Morgan,Neutral,Overweight,down,QLYS
2018-02-13,Morgan Stanley,Equal-Weight,Equal-Weight,main,QLYS
2018-02-13,JP Morgan,Neutral,Neutral,main,QLYS
2018-02-22,Imperial Capital,Outperform,Outperform,main,QLYS
2018-05-02,Morgan Stanley,Equal-Weight,Equal-Weight,main,QLYS
2018-05-02,Stifel Nicolaus,Hold,Hold,main,QLYS
