Date,Firm,To Grade,From Grade,Action,ABV
2017-10-19,Bernstein,Outperform,,init,QD
2017-11-13,Credit Suisse,Outperform,,init,QD
2017-11-14,Macquarie,Outperform,,init,QD
2017-11-15,Stifel Nicolaus,Buy,,init,QD
2017-11-16,Citigroup,Buy,,init,QD
2017-11-20,Needham,Buy,,init,QD
2018-01-26,Stifel Nicolaus,Hold,Buy,down,QD
2018-08-24,Bernstein,Market Perform,Outperform,down,QD
2018-08-27,Macquarie,Neutral,Outperform,down,QD
2019-04-08,Morgan Stanley,Overweight,Equal-Weight,up,QD
2019-10-10,BOCOM International,Neutral,,init,QD
2019-11-20,Nomura,Neutral,,main,QD
2019-11-20,Macquarie,Underperform,Neutral,down,QD
2020-01-22,Nomura,Reduce,Neutral,down,QD
2020-01-22,Credit Suisse,Neutral,Outperform,down,QD
2020-06-04,Citigroup,Sell,Neutral,down,QD
