Date,Firm,To Grade,From Grade,Action,ABV
2012-02-24,Stifel Nicolaus,Hold,,init,MKTX
2012-04-13,Keefe Bruyette & Woods,Outperform,,up,MKTX
2012-06-05,Stifel Nicolaus,Buy,,main,MKTX
2012-09-06,Stifel Nicolaus,Hold,Buy,down,MKTX
2012-09-26,Credit Suisse,Underperform,Neutral,down,MKTX
2012-10-05,BMO Capital,Market Perform,,init,MKTX
2012-12-06,BMO Capital,Market Perform,,main,MKTX
2013-01-10,Keefe Bruyette & Woods,Market Perform,Outperform,down,MKTX
2013-03-05,BMO Capital,Market Perform,,main,MKTX
2013-03-07,Sandler O'Neill,Hold,,init,MKTX
2013-04-15,Raymond James,Strong Buy,Market Perform,up,MKTX
2013-07-24,Credit Suisse,Underperform,,main,MKTX
2013-07-26,Raymond James,Market Perform,Strong Buy,down,MKTX
2014-05-13,Credit Suisse,Underperform,,main,MKTX
2014-07-24,Raymond James,Outperform,Market Perform,up,MKTX
2014-09-18,Keefe Bruyette & Woods,Market Perform,,main,MKTX
2014-10-09,Keefe Bruyette & Woods,Market Perform,,main,MKTX
2014-12-04,Keefe Bruyette & Woods,Market Perform,,main,MKTX
2015-01-06,Credit Suisse,Underperform,,main,MKTX
2015-01-29,Keefe Bruyette & Woods,Market Perform,,main,MKTX
2015-03-18,Keefe Bruyette & Woods,Market Perform,,main,MKTX
2015-03-23,Raymond James,Market Perform,Outperform,down,MKTX
2015-03-23,Raymond James,Market Perform,Outperform,down,MKTX
2015-04-14,Keefe Bruyette & Woods,Market Perform,,main,MKTX
2015-06-29,Macquarie,Underperform,Neutral,down,MKTX
2015-09-09,Keefe Bruyette & Woods,Market Perform,,main,MKTX
2015-10-08,Keefe Bruyette & Woods,Market Perform,,main,MKTX
2015-10-22,Keefe Bruyette & Woods,Outperform,Market Perform,up,MKTX
2015-10-26,Raymond James,Outperform,Market Perform,up,MKTX
2016-01-28,Macquarie,Underperform,,main,MKTX
2016-04-08,Keefe Bruyette & Woods,Outperform,,main,MKTX
2016-06-20,William Blair,Market Perform,,init,MKTX
2016-07-15,Raymond James,Market Perform,Outperform,down,MKTX
2016-07-29,Keefe Bruyette & Woods,Outperform,,main,MKTX
2016-10-03,Macquarie,Underperform,,main,MKTX
2017-01-03,Raymond James,Outperform,Market Perform,up,MKTX
2017-01-06,Goldman Sachs,Buy,,init,MKTX
2017-01-25,Credit Suisse,Neutral,Underperform,up,MKTX
2017-01-31,Macquarie,Neutral,Underperform,up,MKTX
2017-07-27,Raymond James,Outperform,,main,MKTX
2017-12-14,Rosenblatt,Neutral,,init,MKTX
2018-01-08,Goldman Sachs,Neutral,Buy,down,MKTX
