Date,Firm,To Grade,From Grade,Action,ABV
2014-10-23,MLV & Co.,Buy,,init,XNCR
2015-02-12,Oppenheimer,Outperform,,main,XNCR
2015-05-06,Credit Suisse,Outperform,,main,XNCR
2015-12-22,Canaccord Genuity,Buy,,init,XNCR
2016-03-08,Leerink Swann,Outperform,,main,XNCR
2016-03-10,Leerink Swann,Outperform,,main,XNCR
2016-10-04,PiperJaffray,Overweight,,init,XNCR
2016-11-23,Canaccord Genuity,Buy,,main,XNCR
2017-03-02,Nomura,Neutral,,init,XNCR
2017-11-29,Cantor Fitzgerald,Overweight,,init,XNCR
2018-03-19,Wedbush,Outperform,,main,XNCR
2018-05-09,Canaccord Genuity,Buy,Buy,main,XNCR
2018-06-07,BTIG Research,Buy,,init,XNCR
2018-12-07,Wedbush,Outperform,Outperform,main,XNCR
2019-02-22,Nomura,Reduce,Neutral,down,XNCR
2019-03-15,Raymond James,Outperform,,init,XNCR
2019-03-27,Berenberg,Buy,,init,XNCR
2019-04-12,Guggenheim,Buy,,init,XNCR
2019-06-13,Mizuho,Buy,,init,XNCR
2019-08-07,Raymond James,Market Perform,Outperform,down,XNCR
2019-08-07,Guggenheim,Neutral,Buy,down,XNCR
2019-08-08,Canaccord Genuity,Buy,,main,XNCR
2020-01-30,RBC Capital,Outperform,,init,XNCR
2020-02-25,Guggenheim Securities,Buy,Neutral,up,XNCR
2020-03-04,Barclays,Underweight,,init,XNCR
2020-08-05,SVB Leerink,Outperform,,main,XNCR
2020-09-08,SVB Leerink,Outperform,,main,XNCR
2020-11-06,SVB Leerink,Outperform,,main,XNCR
2021-02-24,Raymond James,Outperform,Market Perform,up,XNCR
2021-08-05,SVB Leerink,Outperform,,main,XNCR
2021-12-15,HC Wainwright & Co.,Buy,,init,XNCR
