Date,Firm,To Grade,From Grade,Action,ABV
2012-07-30,Barclays,Equal-Weight,,main,CFX
2012-08-02,UBS,Buy,,main,CFX
2012-08-21,Sidoti & Co.,Neutral,Buy,down,CFX
2012-09-10,BB&T Capital,Hold,Buy,down,CFX
2012-10-12,Deutsche Bank,Buy,,init,CFX
2012-11-15,UBS,Buy,,main,CFX
2013-01-07,Deutsche Bank,Buy,,main,CFX
2013-02-01,KeyBanc,Hold,Buy,down,CFX
2013-03-25,Deutsche Bank,Buy,,main,CFX
2013-03-27,UBS,Buy,,main,CFX
2013-07-08,Deutsche Bank,Hold,Buy,down,CFX
2014-03-12,Argus,Hold,,init,CFX
2014-03-28,Longbow Research,Neutral,,init,CFX
2014-04-14,Barclays,Equal-Weight,,main,CFX
2014-04-28,Seaport Global,Accumulate,Neutral,up,CFX
2014-07-02,RBC Capital,Outperform,,init,CFX
2014-07-14,Argus,Buy,Hold,up,CFX
2014-07-18,Stifel Nicolaus,Buy,Hold,up,CFX
2014-07-18,Barclays,Equal-Weight,,main,CFX
2014-10-06,Barclays,Equal-Weight,,main,CFX
2014-10-09,Wunderlich,Hold,,init,CFX
2014-10-24,Goldman Sachs,Neutral,Buy,down,CFX
2014-11-25,RBC Capital,Sector Perform,,init,CFX
2014-12-12,Stifel Nicolaus,Buy,,main,CFX
2014-12-17,Deutsche Bank,Hold,,main,CFX
2014-12-17,Barclays,Equal-Weight,,main,CFX
2014-12-17,Stifel Nicolaus,Buy,,main,CFX
2015-01-12,Barclays,Equal-Weight,,main,CFX
2015-02-06,Barclays,Equal-Weight,,main,CFX
2015-02-27,Cowen & Co.,Outperform,,init,CFX
2015-03-17,Barclays,Equal-Weight,,main,CFX
2015-03-27,Baird,Market Perform,,init,CFX
2015-04-24,Barclays,Equal-Weight,,main,CFX
2015-07-13,Barclays,Equal-Weight,,main,CFX
2015-07-24,Stifel Nicolaus,Buy,,main,CFX
2015-07-28,Argus,Hold,Buy,down,CFX
2015-10-05,Barclays,Underweight,Equal-Weight,down,CFX
2015-12-04,Oppenheimer,Perform,,init,CFX
2015-12-11,Cowen & Co.,Outperform,Market Perform,up,CFX
2016-01-21,Citigroup,Sell,,init,CFX
2016-03-29,Gabelli & Co.,Hold,,init,CFX
2016-05-17,BB&T Capital,Buy,Hold,up,CFX
2016-05-25,Barclays,Equal-Weight,,up,CFX
2016-05-25,Barclays,Equal-Weight,Underweight,up,CFX
2016-07-18,Barclays,Equal-Weight,,main,CFX
2016-07-29,Citigroup,Sell,,main,CFX
2016-10-10,,Sell,,main,CFX
2016-11-14,Argus,Buy,Hold,up,CFX
2017-01-13,RBC Capital,Outperform,Sector Perform,up,CFX
2017-05-18,Credit Suisse,Outperform,,init,CFX
2017-07-11,Wolfe Research,Peer Perform,,init,CFX
2017-07-31,Baird,Outperform,Market Perform,up,CFX
2017-08-25,KeyBanc,Overweight,Hold,up,CFX
2017-10-09,Citigroup,Sell,,main,CFX
2017-10-10,Citigroup,Sell,,main,CFX
2017-10-18,Cowen & Co.,Market Perform,Outperform,down,CFX
2017-11-21,Longbow Research,Buy,Neutral,up,CFX
2018-02-07,Baird,Outperform,Outperform,main,CFX
2018-02-07,Gabelli & Co.,Buy,Hold,up,CFX
2018-02-07,KeyBanc,Overweight,Overweight,main,CFX
2018-02-07,Stifel Nicolaus,Buy,Buy,main,CFX
2018-02-15,Barclays,Underweight,,init,CFX
2018-04-09,Citigroup,Sell,Sell,main,CFX
2018-05-04,KeyBanc,Overweight,Overweight,main,CFX
2018-05-04,Citigroup,Sell,Sell,main,CFX
2018-05-04,Stifel Nicolaus,Buy,Buy,main,CFX
2018-05-04,RBC Capital,Sector Perform,Outperform,down,CFX
2018-06-04,Bank of America,Underperform,Buy,down,CFX
2018-08-07,Baird,Outperform,Outperform,main,CFX
2018-08-08,Barclays,Underweight,Underweight,main,CFX
2018-08-17,Cowen & Co.,Outperform,Market Perform,up,CFX
2018-08-21,Morgan Stanley,Equal-Weight,,init,CFX
2018-09-04,Oppenheimer,Outperform,Perform,up,CFX
2018-09-28,Deutsche Bank,Hold,Hold,main,CFX
2018-10-08,Stifel Nicolaus,Buy,Buy,main,CFX
2018-10-29,Argus,Buy,Buy,main,CFX
2018-10-30,Morgan Stanley,Equal-Weight,Equal-Weight,main,CFX
2018-11-20,Melius Research,Neutral,Underweight,up,CFX
2018-12-17,Barclays,Underweight,Underweight,main,CFX
2019-03-15,Barclays,Equal-Weight,Underweight,up,CFX
2019-07-10,Morgan Stanley,Equal-Weight,,main,CFX
2019-08-07,KeyBanc,Overweight,,main,CFX
2019-11-04,Cowen & Co.,Outperform,,main,CFX
2019-11-04,Morgan Stanley,Equal-Weight,,main,CFX
2019-11-04,Bank of America,Neutral,Underperform,up,CFX
2019-12-04,Deutsche Bank,Hold,,main,CFX
2019-12-19,Baird,Outperform,,main,CFX
2019-12-19,KeyBanc,Overweight,,main,CFX
2020-02-24,KeyBanc,Overweight,,main,CFX
2020-03-17,Morgan Stanley,Equal-Weight,,main,CFX
2020-04-01,Citigroup,Sell,,main,CFX
2020-04-09,Deutsche Bank,Hold,,main,CFX
2020-04-15,Morgan Stanley,Equal-Weight,,main,CFX
2020-05-08,Stifel,Buy,,main,CFX
2020-05-08,Morgan Stanley,Equal-Weight,,main,CFX
2020-05-08,Citigroup,Sell,,main,CFX
2020-07-07,Barclays,Equal-Weight,,main,CFX
2020-08-07,Morgan Stanley,Equal-Weight,,main,CFX
2020-08-07,KeyBanc,Overweight,,main,CFX
2020-09-16,B of A Securities,Buy,,main,CFX
2020-09-16,UBS,Neutral,,init,CFX
2020-11-09,UBS,Buy,Neutral,up,CFX
2020-11-18,KeyBanc,Overweight,,main,CFX
2020-12-15,Morgan Stanley,Equal-Weight,,main,CFX
2021-02-19,Barclays,Equal-Weight,,main,CFX
2021-02-19,Morgan Stanley,Equal-Weight,,main,CFX
2021-02-22,Morgan Stanley,Equal-Weight,,main,CFX
2021-03-12,KeyBanc,Overweight,,main,CFX
2021-04-06,Barclays,Underweight,Equal-Weight,down,CFX
2021-04-12,Morgan Stanley,Equal-Weight,,main,CFX
2021-04-30,Morgan Stanley,Equal-Weight,,main,CFX
2021-07-30,Morgan Stanley,Equal-Weight,,main,CFX
2021-09-10,Goldman Sachs,Neutral,Buy,down,CFX
2021-10-04,Barclays,Underweight,,main,CFX
2021-10-07,Morgan Stanley,Equal-Weight,,main,CFX
2021-11-05,Keybanc,Overweight,,main,CFX
