Date,Firm,To Grade,From Grade,Action,ABV
2019-08-28,JP Morgan,Overweight,,init,DOYU
2019-12-02,Morgan Stanley,Equal-Weight,Overweight,down,DOYU
2019-12-03,JP Morgan,Neutral,Overweight,down,DOYU
2020-05-28,JP Morgan,Overweight,Neutral,up,DOYU
2020-11-05,China Renaissance,Hold,Buy,down,DOYU
2021-04-23,86 Research,Buy,Hold,up,DOYU
