Date,Firm,To Grade,From Grade,Action,ABV
2012-03-06,Stifel Nicolaus,Hold,,init,GNRC
2012-06-04,Goldman Sachs,Neutral,,main,GNRC
2012-09-19,Canaccord Genuity,Buy,,init,GNRC
2012-09-20,BMO Capital,Outperform,,init,GNRC
2012-10-01,Oppenheimer,Outperform,,main,GNRC
2012-10-02,BMO Capital,Outperform,,main,GNRC
2012-10-02,Canaccord Genuity,Buy,,main,GNRC
2012-10-02,Goldman Sachs,Neutral,,main,GNRC
2012-10-12,JP Morgan,Neutral,,main,GNRC
2012-10-31,Bank of America,Neutral,Underperform,up,GNRC
2012-10-31,KeyBanc,Buy,Hold,up,GNRC
2012-11-01,Goldman Sachs,Neutral,,main,GNRC
2012-11-01,Canaccord Genuity,Buy,,main,GNRC
2012-11-01,BMO Capital,Outperform,,main,GNRC
2012-11-05,JP Morgan,Neutral,,main,GNRC
2012-11-12,BMO Capital,Outperform,,main,GNRC
2013-02-14,Bank of America,Neutral,,main,GNRC
2013-02-15,Stifel Nicolaus,Buy,Hold,up,GNRC
2013-02-15,Goldman Sachs,Sell,Neutral,down,GNRC
2013-10-24,KeyBanc,Hold,Buy,down,GNRC
2013-10-28,Goldman Sachs,Neutral,Sell,up,GNRC
2014-01-08,Stifel,Hold,Buy,down,GNRC
2014-01-24,Bank of America,Neutral,Buy,down,GNRC
2014-01-31,Baird,Outperform,Neutral,up,GNRC
2014-07-01,Bank of America,Neutral,Buy,down,GNRC
2014-08-01,Canaccord Genuity,Hold,Buy,down,GNRC
2014-10-22,KeyBanc,Buy,Hold,up,GNRC
2014-11-07,Canaccord Genuity,Hold,,main,GNRC
2014-11-10,Bank of America,Neutral,,main,GNRC
2015-02-12,Canaccord Genuity,Hold,,main,GNRC
2015-05-01,Canaccord Genuity,Hold,,main,GNRC
2015-07-02,Bank of America,Underperform,Neutral,down,GNRC
2015-07-10,KeyBanc,Overweight,,main,GNRC
2015-08-07,Canaccord Genuity,Hold,,main,GNRC
2015-10-29,Bank of America,Neutral,Underperform,up,GNRC
2015-11-03,SunTrust Robinson Humphrey,Neutral,,init,GNRC
2016-03-14,Bank of America,Buy,Neutral,up,GNRC
2017-01-13,Bank of America,Underperform,Neutral,down,GNRC
2017-04-05,KeyBanc,Sector Weight,Overweight,down,GNRC
2017-07-11,Wolfe Research,Peer Perform,,init,GNRC
2017-09-07,Bank of America,Neutral,Underperform,up,GNRC
2017-09-11,Canaccord Genuity,Hold,,main,GNRC
2017-09-15,Bank of America,Buy,Neutral,up,GNRC
2017-10-02,KeyBanc,Overweight,Sector Weight,up,GNRC
2017-10-20,KeyBanc,Overweight,,main,GNRC
2017-10-23,Bank of America,Buy,,main,GNRC
2017-10-26,Canaccord Genuity,Hold,,main,GNRC
2017-11-03,Canaccord Genuity,Hold,,main,GNRC
2018-02-14,SunTrust Robinson Humphrey,Buy,Hold,up,GNRC
2018-05-24,Baird,Neutral,Outperform,down,GNRC
2018-07-17,Goldman Sachs,Sell,Neutral,down,GNRC
2018-08-02,Stifel Nicolaus,Hold,Hold,main,GNRC
2018-09-11,Canaccord Genuity,Hold,Hold,main,GNRC
2018-09-13,KeyBanc,Overweight,Overweight,main,GNRC
2018-10-02,KeyBanc,Sector Weight,Overweight,down,GNRC
