Date,Firm,To Grade,From Grade,Action,ABV
2012-04-17,Global Hunter Securities,Accumulate,,init,EPD
2012-05-03,JP Morgan,Overweight,,main,EPD
2012-05-03,UBS,Buy,,main,EPD
2012-05-04,Credit Suisse,Outperform,,main,EPD
2012-08-02,Wunderlich,Buy,,main,EPD
2012-08-02,Deutsche Bank,Buy,,main,EPD
2012-08-02,Barclays,Overweight,,main,EPD
2012-08-08,Oppenheimer,Outperform,,main,EPD
2012-11-02,Deutsche Bank,Outperform,,main,EPD
2013-01-11,Deutsche Bank,Buy,,main,EPD
2013-01-31,Deutsche Bank,Buy,,main,EPD
2013-02-01,Credit Suisse,Neutral,Outperform,down,EPD
2013-02-01,Stifel Nicolaus,Buy,,main,EPD
2013-03-27,JP Morgan,Overweight,,main,EPD
2013-04-15,Deutsche Bank,Buy,,main,EPD
2013-04-18,Credit Suisse,Neutral,,main,EPD
2013-04-18,Deutsche Bank,Buy,,main,EPD
2013-04-19,Wunderlich,Buy,,main,EPD
2013-05-02,Stifel Nicolaus,Buy,,main,EPD
2013-07-19,Clarksons Platou,Outperform,,init,EPD
2013-08-02,Oppenheimer,Outperform,,main,EPD
2013-09-04,Jefferies,Buy,,init,EPD
2014-01-06,Deutsche Bank,Buy,,main,EPD
2014-01-31,Stifel Nicolaus,Buy,,main,EPD
2014-01-31,Stifel Nicolaus,Buy,,main,EPD
2014-03-19,Credit Suisse,Outperform,Neutral,up,EPD
2014-03-20,Stifel Nicolaus,Buy,,main,EPD
2014-03-28,Citigroup,Buy,,main,EPD
2014-04-17,Jefferies,Hold,Buy,down,EPD
2014-04-17,Jefferies,Hold,Buy,down,EPD
2014-05-02,Stifel Nicolaus,Buy,,main,EPD
2014-05-02,Barclays,Overweight,,main,EPD
2014-05-02,Credit Suisse,Outperform,,main,EPD
2014-05-02,Oppenheimer,Outperform,,main,EPD
2014-05-06,Argus,Buy,,main,EPD
2014-06-03,Jefferies,Hold,,main,EPD
2014-06-03,Seaport Global,Buy,,init,EPD
2014-07-29,Citigroup,Buy,,main,EPD
2014-08-01,Raymond James,Strong Buy,,main,EPD
2014-08-01,Barclays,Overweight,,main,EPD
2014-08-27,Oppenheimer,Outperform,,main,EPD
2014-08-28,Stifel Nicolaus,Buy,,main,EPD
2014-09-09,BMO Capital,Outperform,,init,EPD
2014-10-02,Credit Suisse,Outperform,,main,EPD
2014-10-07,Jefferies,Hold,,main,EPD
2014-12-19,Barclays,Overweight,,main,EPD
2015-01-09,Jefferies,Hold,,main,EPD
2015-03-23,Jefferies,Buy,Hold,up,EPD
2015-04-06,JP Morgan,Overweight,,main,EPD
2015-05-19,Deutsche Bank,Buy,,init,EPD
2015-06-16,SunTrust Robinson Humphrey,Buy,,init,EPD
2015-07-23,DA Davidson,Buy,,init,EPD
2015-07-31,Stifel Nicolaus,Buy,,main,EPD
2015-10-20,Deutsche Bank,Buy,,main,EPD
2015-11-16,Deutsche Bank,Buy,,main,EPD
2015-11-18,Deutsche Bank,Buy,,main,EPD
2016-01-06,Scotia Howard Weil,Sector Outperform,,init,EPD
2016-01-14,Jefferies,Buy,,main,EPD
2016-01-20,Morgan Stanley,Overweight,Equal-Weight,up,EPD
2016-01-28,Stifel Nicolaus,Buy,,main,EPD
2016-01-29,Credit Suisse,Outperform,,main,EPD
2016-03-17,Credit Suisse,Neutral,Outperform,down,EPD
2016-03-31,Mitsubishi UFJ,Overweight,,init,EPD
2016-04-19,BMO Capital,Outperform,,init,EPD
2016-04-19,Citigroup,Buy,,main,EPD
2016-04-29,Seaport Global,Neutral,Buy,down,EPD
2016-05-11,Bernstein,Outperform,,init,EPD
2016-08-18,Morgan Stanley,Equal-Weight,Overweight,down,EPD
2016-09-16,Evercore ISI Group,Buy,,init,EPD
2016-09-19,Credit Suisse,Outperform,Neutral,up,EPD
2016-09-30,Mizuho,Buy,,init,EPD
2016-10-10,Deutsche Bank,Buy,,main,EPD
2016-11-16,Ladenburg Thalmann,Buy,,init,EPD
2017-04-18,Guggenheim,Buy,,init,EPD
2017-06-15,Morgan Stanley,Overweight,Equal-Weight,up,EPD
2017-08-04,Barclays,Overweight,,main,EPD
2017-10-10,Seaport Global,Neutral,,init,EPD
2018-01-05,Credit Suisse,Outperform,,init,EPD
2018-02-01,Stifel Nicolaus,Buy,Buy,main,EPD
2018-03-02,UBS,Buy,Buy,main,EPD
2018-03-27,Bank of America,Buy,Buy,main,EPD
2018-04-17,Barclays,Overweight,Overweight,main,EPD
2018-04-20,Deutsche Bank,Buy,,init,EPD
2018-05-01,Barclays,Overweight,Overweight,main,EPD
2018-07-11,Barclays,Overweight,Overweight,main,EPD
2018-08-02,Bank of America,Buy,Buy,main,EPD
2018-08-02,Barclays,Overweight,Overweight,main,EPD
2018-08-02,Stifel Nicolaus,Buy,Buy,main,EPD
2018-08-17,Morgan Stanley,Overweight,Overweight,main,EPD
2018-10-04,Raymond James,Strong Buy,Strong Buy,main,EPD
2018-10-08,Wells Fargo,Outperform,Outperform,main,EPD
2018-10-09,Goldman Sachs,Neutral,,init,EPD
2018-10-11,Credit Suisse,Outperform,,init,EPD
2018-10-12,Barclays,Overweight,Overweight,main,EPD
2018-10-15,Bank of America,Buy,Buy,main,EPD
2018-11-01,Wells Fargo,Outperform,Outperform,main,EPD
2018-11-29,Citigroup,Buy,Buy,main,EPD
2018-11-29,Mizuho,Buy,,init,EPD
2019-04-03,Goldman Sachs,Buy,Neutral,up,EPD
2019-05-30,Johnson Rice,Neutral,,init,EPD
2019-07-17,Piper Jaffray,Overweight,,init,EPD
2019-08-01,Stifel Nicolaus,Buy,,main,EPD
2019-09-03,Scotiabank,Sector Outperform,,init,EPD
2019-10-30,Citigroup,Buy,,main,EPD
2020-01-06,Morgan Stanley,Overweight,,init,EPD
2020-03-16,Morgan Stanley,Overweight,,main,EPD
2020-03-17,Stifel,Buy,,main,EPD
2020-04-07,Mizuho,Buy,,main,EPD
2020-04-08,Mizuho,Buy,,main,EPD
2020-04-14,Wells Fargo,Overweight,,main,EPD
2020-04-22,SunTrust Robinson Humphrey,Buy,,main,EPD
2020-04-29,CFRA,Buy,,main,EPD
2020-05-01,SunTrust Robinson Humphrey,Buy,,main,EPD
2020-06-01,Morgan Stanley,Overweight,,main,EPD
2020-06-23,Piper Sandler,Neutral,,main,EPD
2020-07-09,Piper Sandler,Overweight,Neutral,up,EPD
2020-07-22,Wells Fargo,Overweight,,main,EPD
2020-07-30,SunTrust Robinson Humphrey,Buy,,main,EPD
2020-10-09,Piper Sandler,Overweight,,main,EPD
2020-12-03,SMBC Nikko,Outperform,,init,EPD
2021-03-22,Morgan Stanley,Overweight,,main,EPD
2021-04-06,TD Securities,Buy,,init,EPD
2021-05-13,Wells Fargo,Overweight,,main,EPD
2021-06-24,Wells Fargo,Overweight,,main,EPD
2021-07-21,Raymond James,Strong Buy,,main,EPD
2021-08-26,Morgan Stanley,Overweight,,main,EPD
2021-10-05,Mizuho,Buy,,main,EPD
2021-10-19,Wolfe Research,Peer Perform,Outperform,down,EPD
2021-12-16,Wells Fargo,Overweight,,main,EPD
