Date,Firm,To Grade,From Grade,Action,ABV
2012-03-14,Sterne Agee,Buy,,main,PAG
2012-04-09,Stifel Nicolaus,Buy,,main,PAG
2012-04-26,KeyBanc,Hold,,down,PAG
2012-07-24,Goldman Sachs,Sell,Neutral,down,PAG
2012-10-10,Sterne Agee,Neutral,Buy,down,PAG
2012-10-17,Buckingham Research,Neutral,Buy,down,PAG
2012-10-17,Buckingham Research,Neutral,Buy,down,PAG
2014-04-02,Sterne Agee,Buy,Neutral,up,PAG
2014-05-22,KeyBanc,Buy,,main,PAG
2015-04-30,Goldman Sachs,Sell,Neutral,down,PAG
2015-07-15,CL King,Buy,,init,PAG
2015-07-16,KeyBanc,Overweight,,main,PAG
2016-06-28,KeyBanc,Sector Perform,Overweight,down,PAG
2016-08-09,Seaport Global,Neutral,,init,PAG
2016-09-15,Gabelli & Co.,Hold,Buy,down,PAG
2016-10-13,Evercore ISI Group,Sell,Hold,down,PAG
2017-02-02,Susquehanna,Positive,,init,PAG
2017-10-04,Berenberg,Hold,,init,PAG
2018-02-09,Bank of America,Buy,Buy,main,PAG
2018-03-14,Morgan Stanley,Overweight,Overweight,main,PAG
2018-04-17,Guggenheim,Buy,,init,PAG
2018-08-15,Morgan Stanley,Overweight,Overweight,main,PAG
2018-08-24,SunTrust Robinson Humphrey,Buy,,init,PAG
2018-09-21,Guggenheim,Neutral,Buy,down,PAG
2018-11-14,Morgan Stanley,Overweight,Overweight,main,PAG
2019-02-13,Seaport Global,Buy,,init,PAG
2019-02-19,JP Morgan,Neutral,,init,PAG
2019-04-16,Morgan Stanley,Overweight,Overweight,main,PAG
2019-08-02,Morgan Stanley,Overweight,,main,PAG
2019-10-15,Morgan Stanley,Overweight,,main,PAG
2019-12-18,JP Morgan,Neutral,,main,PAG
2019-12-23,Northcoast Research,Neutral,Buy,down,PAG
2020-01-09,Benchmark,Hold,,init,PAG
2020-01-22,Morgan Stanley,Overweight,,main,PAG
2020-02-05,CFRA,Hold,,main,PAG
2020-03-11,JP Morgan,Neutral,,main,PAG
2020-03-30,Morgan Stanley,Overweight,,main,PAG
2020-03-31,Stephens & Co.,Overweight,,main,PAG
2020-04-07,SunTrust Robinson Humphrey,Buy,,main,PAG
2020-04-13,Morgan Stanley,Overweight,,main,PAG
2020-05-07,SunTrust Robinson Humphrey,Buy,,main,PAG
2020-05-18,Morgan Stanley,Overweight,,main,PAG
2020-06-23,Benchmark,Buy,Hold,up,PAG
2020-07-10,Morgan Stanley,Overweight,,main,PAG
2020-10-15,B of A Securities,Buy,,main,PAG
2020-10-19,Seaport Global,Buy,,init,PAG
2020-10-23,Truist Securities,Buy,,main,PAG
2020-11-17,B of A Securities,Buy,,main,PAG
2020-12-07,Morgan Stanley,Overweight,,main,PAG
2021-02-22,Morgan Stanley,Overweight,,main,PAG
2021-05-07,Morgan Stanley,Overweight,,main,PAG
2021-07-16,B of A Securities,Buy,,main,PAG
2021-07-26,Morgan Stanley,Equal-Weight,Overweight,down,PAG
2021-08-05,Morgan Stanley,Equal-Weight,,main,PAG
2021-10-07,Truist Securities,Buy,,main,PAG
2021-10-28,Stephens & Co.,Overweight,,main,PAG
2021-11-17,Morgan Stanley,Underweight,Equal-Weight,down,PAG
