Date,Firm,To Grade,From Grade,Action,ABV
2016-10-18,JMP Securities,Market Outperform,,init,NTNX
2016-10-20,BTIG Research,Neutral,,init,NTNX
2016-10-25,William Blair,Outperform,,init,NTNX
2016-10-25,Morgan Stanley,Equal-Weight,,init,NTNX
2016-10-25,Goldman Sachs,Neutral,,init,NTNX
2016-10-25,Credit Suisse,Outperform,,init,NTNX
2016-10-25,JP Morgan,Neutral,,init,NTNX
2016-10-25,RBC Capital,Outperform,,init,NTNX
2016-10-25,Baird,Outperform,,init,NTNX
2016-10-25,Raymond James,Market Perform,,init,NTNX
2016-10-25,Stifel Nicolaus,Hold,,init,NTNX
2016-10-25,Oppenheimer,Outperform,,init,NTNX
2016-10-25,Needham,Buy,,init,NTNX
2016-10-25,PiperJaffray,Overweight,,init,NTNX
2016-11-30,JP Morgan,Neutral,,main,NTNX
2016-11-30,KeyBanc,Overweight,,main,NTNX
2016-11-30,Oppenheimer,Outperform,,main,NTNX
2016-11-30,Pacific Crest,Overweight,,main,NTNX
2017-03-03,Morgan Stanley,Underweight,Equal-Weight,down,NTNX
2017-04-06,Bank of America,Buy,,init,NTNX
2017-05-10,Morgan Stanley,Equal-Weight,Underweight,up,NTNX
2017-05-22,Goldman Sachs,Buy,Neutral,up,NTNX
2017-07-14,Goldman Sachs,Buy,Buy,main,NTNX
2017-08-17,Jefferies,Buy,,init,NTNX
2017-09-18,Bank of America,Buy,,main,NTNX
2017-11-06,Raymond James,Outperform,Market Perform,up,NTNX
2017-11-15,Wells Fargo,Outperform,,init,NTNX
2017-11-22,Needham,Buy,,init,NTNX
2017-11-24,RBC Capital,Outperform,Outperform,reit,NTNX
2018-01-25,JP Morgan,Underweight,Neutral,down,NTNX
2018-02-07,Goldman Sachs,Buy,,init,NTNX
2018-03-02,Morgan Stanley,Equal-Weight,Equal-Weight,main,NTNX
2018-03-02,Baird,Outperform,Outperform,main,NTNX
2018-03-02,Wells Fargo,Outperform,Outperform,main,NTNX
2018-03-09,Bank of America,Buy,Buy,main,NTNX
2018-03-09,BTIG Research,Buy,Neutral,up,NTNX
2018-03-09,Stifel Nicolaus,Buy,,init,NTNX
2018-03-09,KeyBanc,Overweight,Overweight,main,NTNX
2018-03-13,JP Morgan,Underweight,Underweight,main,NTNX
2018-03-13,Morgan Stanley,Equal-Weight,Equal-Weight,main,NTNX
2018-03-13,KeyBanc,Overweight,Overweight,main,NTNX
2018-03-14,Maxim Group,Buy,Buy,main,NTNX
2018-04-23,Stifel Nicolaus,Buy,Buy,main,NTNX
2018-05-25,Morgan Stanley,Equal-Weight,Equal-Weight,main,NTNX
2018-06-22,KeyBanc,Overweight,Overweight,main,NTNX
2018-06-25,Wells Fargo,Outperform,Outperform,main,NTNX
2018-08-17,Jefferies,Hold,Buy,down,NTNX
2018-08-30,JP Morgan,Neutral,Underweight,up,NTNX
2018-08-31,Morgan Stanley,Equal-Weight,Equal-Weight,main,NTNX
2018-08-31,Raymond James,Outperform,Outperform,main,NTNX
2018-09-24,Susquehanna,Negative,Neutral,down,NTNX
2018-09-25,Raymond James,Outperform,Outperform,main,NTNX
2019-01-16,Morgan Stanley,Overweight,Equal-Weight,up,NTNX
