Date,Firm,To Grade,From Grade,Action,ABV
2019-09-25,Sandler O'Neill,Hold,Buy,down,AUB
2019-10-21,Raymond James,Outperform,Strong Buy,down,AUB
2020-01-13,Barclays,Equal-Weight,,main,AUB
2020-03-04,Compass Point,Neutral,Buy,down,AUB
2020-04-29,Raymond James,Market Perform,Outperform,down,AUB
2020-05-05,Stephens & Co.,Overweight,Equal-Weight,up,AUB
2020-09-30,Piper Sandler,Neutral,,main,AUB
2020-10-26,Piper Sandler,Neutral,,main,AUB
2021-02-18,Seaport Global,Buy,,init,AUB
2021-12-16,Piper Sandler,Overweight,Neutral,up,AUB
