Date,Firm,To Grade,From Grade,Action,ABV
2012-03-02,Stifel Nicolaus,Buy,,main,CME
2012-03-05,Evercore Partners,Equal-Weight,,main,CME
2012-03-16,Deutsche Bank,Hold,,main,CME
2012-03-20,UBS,Buy,,main,CME
2012-04-03,Deutsche Bank,Hold,,main,CME
2012-04-04,Jefferies,Buy,,main,CME
2012-04-12,Indaba Global Research,Sell,,init,CME
2012-04-27,UBS,Buy,,main,CME
2012-04-27,JP Morgan,Neutral,,main,CME
2012-04-27,ISI Group,Hold,,main,CME
2012-04-27,Jefferies,Buy,,main,CME
2012-06-21,BGB Securities,Hold,,init,CME
2012-08-17,UBS,Neutral,,main,CME
2012-09-14,JP Morgan,Underweight,Neutral,down,CME
2012-10-01,Jefferies,Buy,,main,CME
2012-10-03,JP Morgan,Underweight,,main,CME
2012-10-08,Stifel Nicolaus,Hold,Buy,down,CME
2012-10-26,UBS,Buy,,main,CME
2012-10-26,Evercore Partners,Equal-Weight,Overweight,down,CME
2012-10-26,Raymond James,Outperform,Market Perform,up,CME
2012-10-26,BGB Securities,Hold,,main,CME
2012-12-10,Goldman Sachs,Sell,Neutral,down,CME
2012-12-14,Keefe Bruyette & Woods,Underperform,Market Perform,down,CME
2013-01-09,Compass Point,Neutral,,init,CME
2013-03-05,JP Morgan,Underweight,,main,CME
2013-04-02,Credit Suisse,Neutral,Overweight,down,CME
2013-04-15,Jefferies,Buy,,main,CME
2013-05-03,Compass Point,Neutral,,main,CME
2013-05-21,Macquarie,Neutral,Outperform,down,CME
2013-05-31,Keefe Bruyette & Woods,Market Perform,Underperform,up,CME
2013-06-03,Jefferies,Buy,,main,CME
2013-06-04,Wells Fargo,Outperform,Market Perform,up,CME
2013-06-14,ISI Group,Buy,Neutral,up,CME
2013-06-24,Goldman Sachs,Neutral,Sell,up,CME
2013-06-25,JP Morgan,Neutral,Underweight,up,CME
2013-07-02,Raymond James,Market Perform,Outperform,down,CME
2013-08-02,UBS,Buy,,main,CME
2013-09-25,Keefe Bruyette & Woods,Outperform,Market Perform,up,CME
2013-10-21,Compass Point,Neutral,,main,CME
2014-01-08,Citigroup,Neutral,Buy,down,CME
2014-01-28,JP Morgan,Neutral,,main,CME
2014-04-09,Citigroup,Neutral,,main,CME
2014-04-10,Citigroup,Neutral,,main,CME
2014-05-02,UBS,Buy,,main,CME
2014-05-02,Citigroup,Hold,,main,CME
2014-05-02,Barclays,Equal-Weight,,main,CME
