Date,Firm,To Grade,From Grade,Action,ABV
2021-02-23,Roth Capital,Buy,,init,AGFY
2021-07-23,Craig-Hallum,Buy,,init,AGFY
2021-08-13,Roth Capital,Buy,,main,AGFY
