Date,Firm,To Grade,From Grade,Action,ABV
2014-08-06,KBC Partners,Accumulate,,init,MTLS
2014-10-07,Canaccord Genuity,Buy,,init,MTLS
2015-07-06,KBC Partners,Hold,Accumulate,down,MTLS
2015-08-05,Pacific Crest,Overweight,,main,MTLS
2015-08-12,PiperJaffray,Overweight,,main,MTLS
2015-11-16,PiperJaffray,Overweight,,main,MTLS
2016-09-07,KeyBanc,Overweight,,main,MTLS
2017-08-11,Credit Suisse,Outperform,,main,MTLS
2020-01-10,KeyBanc,Sector Weight,Overweight,down,MTLS
2020-04-07,Piper Sandler,Neutral,Overweight,down,MTLS
2021-03-10,Bryan Garnier,Buy,Neutral,up,MTLS
2021-08-09,Lake Street,Buy,,init,MTLS
2021-09-02,Stifel,Buy,,init,MTLS
2021-10-20,JP Morgan,Overweight,,init,MTLS
