Date,Firm,To Grade,From Grade,Action,ABV
2020-08-24,Canaccord Genuity,Buy,,main,OTRKP
2020-09-25,Benchmark,Buy,,init,OTRKP
2020-11-18,B. Riley FBR,Buy,,init,OTRKP
2021-03-01,RBC Capital,Sector Perform,Outperform,down,OTRKP
2021-03-02,Canaccord Genuity,Hold,Buy,down,OTRKP
2021-03-02,Cowen & Co.,Market Perform,Outperform,down,OTRKP
2021-03-10,Canaccord Genuity,Hold,,main,OTRKP
2021-03-16,Canaccord Genuity,Buy,Hold,up,OTRKP
2021-08-20,B. Riley Securities,Neutral,Buy,down,OTRKP
2021-08-20,Cowen & Co.,Underperform,Market Perform,down,OTRKP
