Date,Firm,To Grade,From Grade,Action,ABV
2019-06-17,Citi,Buy,,init,IDYA
2019-06-17,JP Morgan,Neutral,,init,IDYA
2019-06-17,Jefferies,Buy,,init,IDYA
2019-09-10,Baird,Outperform,,init,IDYA
2019-10-17,Oppenheimer,Outperform,,init,IDYA
2020-03-13,Roth Capital,Buy,,init,IDYA
2020-04-06,H.C. Wainwright,Buy,,init,IDYA
2020-06-17,HC Wainwright & Co.,Buy,,main,IDYA
2020-07-13,JP Morgan,Overweight,Neutral,up,IDYA
2020-09-01,Northland Capital Markets,Outperform,,init,IDYA
2020-10-07,Wedbush,Outperform,,init,IDYA
2021-03-11,Guggenheim,Buy,,init,IDYA
2021-04-19,HC Wainwright & Co.,Buy,,main,IDYA
2021-04-19,Roth Capital,Buy,,main,IDYA
2021-05-11,HC Wainwright & Co.,Buy,,main,IDYA
2021-08-11,HC Wainwright & Co.,Buy,,main,IDYA
2021-09-23,Stifel,Hold,,init,IDYA
