Date,Firm,To Grade,From Grade,Action,ABV
2021-08-16,Barclays,Overweight,,init,BASE
2021-08-16,Baird,Outperform,,init,BASE
2021-08-16,RBC Capital,Outperform,,init,BASE
2021-08-16,Goldman Sachs,Neutral,,init,BASE
2021-08-16,Stifel,Buy,,init,BASE
2021-08-16,Morgan Stanley,Equal-Weight,,init,BASE
2021-08-16,William Blair,Outperform,,init,BASE
2021-09-09,Oppenheimer,Outperform,,main,BASE
2021-09-09,Barclays,Overweight,,main,BASE
2021-09-09,Morgan Stanley,Equal-Weight,,main,BASE
2021-12-08,Oppenheimer,Outperform,,main,BASE
2021-12-08,Goldman Sachs,Neutral,,main,BASE
2021-12-08,Barclays,Overweight,,main,BASE
2021-12-09,Goldman Sachs,Neutral,,main,BASE
