Date,Firm,To Grade,From Grade,Action,ABV
2012-04-13,BMO Capital,Outperform,,init,DOV
2012-04-13,Morgan Stanley,Equal-Weight,,up,DOV
2012-07-09,Stifel Nicolaus,Buy,,main,DOV
2012-07-09,Goldman Sachs,Buy,,main,DOV
2012-07-10,Morgan Stanley,Equal-Weight,,main,DOV
2012-07-10,Barclays,Equal-Weight,,main,DOV
2012-09-10,JP Morgan,Neutral,Underweight,up,DOV
2012-09-13,Barclays,Overweight,Equal-Weight,up,DOV
2012-09-18,Citigroup,Neutral,,init,DOV
2012-10-08,Stifel Nicolaus,Buy,,main,DOV
2012-10-12,Deutsche Bank,Hold,,init,DOV
2012-11-16,Citigroup,Neutral,,main,DOV
2012-12-11,Baird,Outperform,Neutral,up,DOV
2012-12-11,Barclays,Overweight,,main,DOV
2012-12-11,Credit Suisse,Neutral,,main,DOV
2012-12-12,BMO Capital,Outperform,,main,DOV
2013-01-08,Morgan Stanley,Overweight,Equal-Weight,up,DOV
2013-02-04,Ascendiant Capital,Buy,,init,DOV
2013-03-18,Citigroup,Neutral,,main,DOV
2013-03-25,Deutsche Bank,Hold,,main,DOV
2013-04-18,Credit Suisse,Neutral,,main,DOV
2013-05-23,Bank of America,Buy,Neutral,up,DOV
2013-05-30,Nomura,Buy,,main,DOV
2013-10-18,Global Hunter Securities,Buy,,up,DOV
2013-10-18,Ascendiant Capital,Neutral,Buy,down,DOV
2013-12-02,Morgan Stanley,Equal-weight,Overweight,down,DOV
2014-01-16,Citigroup,Neutral,,main,DOV
2014-01-31,Citigroup,Neutral,,main,DOV
2014-03-03,Stifel Nicolaus,Buy,,main,DOV
2014-03-04,Citigroup,Hold,,main,DOV
2014-03-04,Morgan Stanley,Equal-Weight,,main,DOV
2014-03-21,Goldman Sachs,Neutral,,init,DOV
2014-04-02,Credit Suisse,Outperform,Neutral,up,DOV
2014-04-21,Stifel Nicolaus,Hold,Buy,down,DOV
2014-07-18,JP Morgan,Neutral,,main,DOV
2014-07-18,Credit Suisse,Outperform,,main,DOV
2014-07-18,Barclays,Overweight,,main,DOV
2014-10-06,Barclays,Overweight,,main,DOV
2014-10-13,Bank of America,Neutral,Outperform,down,DOV
2014-10-17,Credit Suisse,Outperform,,main,DOV
2014-10-17,Barclays,Overweight,,main,DOV
2014-10-17,Morgan Stanley,Equal-Weight,,main,DOV
2014-11-25,RBC Capital,Sector Perform,,init,DOV
2014-11-28,Vertical Research,Sell,,down,DOV
2014-12-01,JP Morgan,Underweight,Neutral,down,DOV
2014-12-02,Seaport Global,Neutral,Buy,down,DOV
2014-12-02,Goldman Sachs,Sell,Neutral,down,DOV
2014-12-05,Bank of America,Neutral,Buy,down,DOV
2014-12-09,Deutsche Bank,Sell,Hold,down,DOV
2014-12-09,JP Morgan,Underweight,,main,DOV
2015-01-12,Credit Suisse,Outperform,,main,DOV
2015-01-12,Barclays,Overweight,,main,DOV
2015-01-15,JP Morgan,Underweight,,main,DOV
2015-01-28,Barclays,Overweight,,main,DOV
2015-01-28,Credit Suisse,Outperform,,main,DOV
2015-02-02,JP Morgan,Underweight,,main,DOV
2015-03-17,Barclays,Overweight,,main,DOV
2015-03-23,Barclays,Equal-Weight,Overweight,down,DOV
2015-04-01,Nomura,Buy,,init,DOV
2015-04-10,Nomura,Buy,,main,DOV
2015-04-10,BMO Capital,Outperform,,main,DOV
2015-04-10,Barclays,Equal-Weight,,main,DOV
2015-05-22,Deutsche Bank,Hold,Sell,up,DOV
2015-07-13,Barclays,Equal-Weight,,main,DOV
2015-07-22,Barclays,Equal-Weight,,main,DOV
2015-08-26,Vertical Research,Buy,Sell,up,DOV
2015-08-31,Bernstein,Outperform,Market Perform,up,DOV
2015-09-11,JP Morgan,Neutral,Underweight,up,DOV
2015-10-05,Barclays,Equal-Weight,,main,DOV
2015-11-03,SunTrust Robinson Humphrey,Buy,,init,DOV
2015-12-04,Oppenheimer,Perform,,init,DOV
2015-12-04,Oppenheimer,Perform,,init,DOV
2015-12-16,William Blair,Market Perform,Outperform,down,DOV
2015-12-16,Credit Suisse,Outperform,,main,DOV
2016-01-12,Goldman Sachs,Neutral,,up,DOV
2016-01-13,UBS,Sell,Neutral,down,DOV
2016-01-15,Bernstein,Market Perform,Outperform,down,DOV
2016-01-19,Barclays,Equal-Weight,,main,DOV
2016-01-21,Citigroup,Neutral,,init,DOV
2016-03-07,Nomura,Buy,,main,DOV
2016-03-08,Vertical Research,Hold,Buy,down,DOV
2016-03-14,Credit Suisse,Outperform,,main,DOV
2016-03-15,Citigroup,Neutral,,main,DOV
2016-03-16,Citigroup,Neutral,,main,DOV
2016-03-17,Barclays,Equal-Weight,,main,DOV
2016-04-19,Citigroup,Neutral,,main,DOV
2016-04-25,Seaport Global,Neutral,Buy,down,DOV
2016-05-10,Bank of America,Buy,Neutral,up,DOV
2016-06-08,Citigroup,Neutral,,main,DOV
2016-06-08,Baird,Outperform,Neutral,up,DOV
2016-06-10,Bernstein,Outperform,Market Perform,up,DOV
2016-07-18,Barclays,Equal-Weight,,main,DOV
2016-10-07,Susquehanna,Neutral,,init,DOV
2016-10-11,Citigroup,Neutral,,main,DOV
2016-10-11,Barclays,Equal-Weight,,main,DOV
2017-01-03,Vertical Research,Buy,Hold,up,DOV
2017-01-06,UBS,Buy,Sell,up,DOV
2017-02-22,BMO Capital,Market Perform,,init,DOV
2017-04-03,Morgan Stanley,Overweight,Equal-Weight,up,DOV
2017-06-08,BMO Capital,Outperform,Market Perform,up,DOV
2017-06-21,Seaport Global,Neutral,Buy,down,DOV
2017-07-21,Citigroup,Neutral,,main,DOV
2017-09-19,Morgan Stanley,Overweight,,main,DOV
2017-09-20,JP Morgan,Overweight,Neutral,up,DOV
2017-10-02,Morgan Stanley,Overweight,,main,DOV
2017-10-09,Citigroup,Neutral,,main,DOV
2017-10-10,Citigroup,Neutral,,main,DOV
2018-01-23,UBS,Neutral,,init,DOV
2018-02-01,BMO Capital,Outperform,Outperform,main,DOV
2018-02-01,Morgan Stanley,Overweight,Overweight,main,DOV
2018-02-15,Barclays,Overweight,,init,DOV
2018-03-26,JP Morgan,Neutral,Overweight,down,DOV
2018-04-16,Stifel Nicolaus,Hold,Hold,main,DOV
2018-04-30,Morgan Stanley,Overweight,Overweight,main,DOV
2018-04-30,Citigroup,Neutral,Neutral,main,DOV
2018-04-30,Barclays,Overweight,Overweight,main,DOV
2018-04-30,BMO Capital,Outperform,Outperform,main,DOV
2018-04-30,Stifel Nicolaus,Hold,Hold,main,DOV
2018-07-09,Barclays,Overweight,Overweight,main,DOV
2018-07-11,Citigroup,Neutral,Neutral,main,DOV
2018-07-20,Citigroup,Neutral,Neutral,main,DOV
2018-07-20,Morgan Stanley,Overweight,Overweight,main,DOV
2018-07-20,Barclays,Overweight,Overweight,main,DOV
2018-07-20,BMO Capital,Outperform,Outperform,main,DOV
2018-08-30,UBS,Neutral,Neutral,main,DOV
2018-09-07,Citigroup,Buy,Neutral,up,DOV
2018-09-07,BMO Capital,Market Perform,Outperform,down,DOV
2018-09-12,Stifel Nicolaus,Hold,Hold,main,DOV
2018-09-26,Bank of America,Buy,Buy,main,DOV
2018-09-28,Deutsche Bank,Hold,Hold,main,DOV
2018-10-19,BMO Capital,Market Perform,Market Perform,main,DOV
2018-10-19,Barclays,Overweight,Overweight,main,DOV
2018-12-17,Barclays,Overweight,Overweight,main,DOV
2018-12-18,Morgan Stanley,Equal-Weight,Overweight,down,DOV
2019-01-10,UBS,Buy,Neutral,up,DOV
2019-03-08,Morgan Stanley,Equal-Weight,Equal-Weight,main,DOV
2019-04-03,Barclays,Overweight,Overweight,main,DOV
2019-04-22,Morgan Stanley,Equal-Weight,Equal-Weight,main,DOV
2019-04-22,Baird,Neutral,Outperform,down,DOV
2019-07-19,Barclays,Overweight,,main,DOV
2019-09-09,Citigroup,Buy,,main,DOV
2019-09-11,Baird,Neutral,,main,DOV
2019-10-10,JP Morgan,Neutral,,main,DOV
2019-10-18,Barclays,Overweight,,main,DOV
2019-10-18,Baird,Neutral,,main,DOV
2019-10-18,Morgan Stanley,Equal-Weight,,main,DOV
2019-10-18,Citigroup,Buy,,main,DOV
2019-12-04,Deutsche Bank,Hold,,main,DOV
2019-12-11,Morgan Stanley,Equal-Weight,,main,DOV
2020-01-13,Citigroup,Buy,,main,DOV
2020-01-14,Morgan Stanley,Equal-Weight,,main,DOV
2020-01-31,Morgan Stanley,Equal-Weight,,main,DOV
2020-03-17,Morgan Stanley,Equal-Weight,,main,DOV
2020-03-23,Morgan Stanley,Overweight,Equal-Weight,up,DOV
2020-03-26,Goldman Sachs,Buy,Neutral,up,DOV
2020-04-01,Citigroup,Buy,,main,DOV
2020-04-09,Deutsche Bank,Hold,,main,DOV
2020-04-15,Morgan Stanley,Overweight,,main,DOV
2020-04-22,Barclays,Overweight,,main,DOV
2020-04-22,RBC Capital,Sector Perform,,main,DOV
2020-04-22,Morgan Stanley,Overweight,,main,DOV
2020-07-14,Morgan Stanley,Overweight,,main,DOV
2020-07-23,Morgan Stanley,Overweight,,main,DOV
2020-09-15,B of A Securities,Buy,,main,DOV
2020-10-21,Morgan Stanley,Overweight,,main,DOV
2020-11-23,Morgan Stanley,Equal-Weight,Overweight,down,DOV
2020-12-08,Wolfe Research,Peer Perform,Outperform,down,DOV
2021-01-29,Morgan Stanley,Equal-Weight,,main,DOV
2021-04-06,Barclays,Overweight,,main,DOV
2021-04-12,Morgan Stanley,Equal-Weight,,main,DOV
2021-04-13,Deutsche Bank,Hold,,main,DOV
2021-04-21,Barclays,Overweight,,main,DOV
2021-04-21,Deutsche Bank,Hold,,main,DOV
2021-04-21,Citigroup,Buy,,main,DOV
2021-04-21,Morgan Stanley,Equal-Weight,,main,DOV
2021-07-14,Deutsche Bank,Hold,,main,DOV
2021-07-15,Morgan Stanley,Equal-Weight,,main,DOV
2021-07-21,Deutsche Bank,Hold,,main,DOV
2021-07-21,RBC Capital,Sector Perform,,main,DOV
2021-07-21,Barclays,Overweight,,main,DOV
2021-07-21,Morgan Stanley,Equal-Weight,,main,DOV
2021-07-21,Citigroup,Buy,,main,DOV
2021-10-07,Morgan Stanley,Equal-Weight,,main,DOV
2021-10-08,Wells Fargo,Underweight,,init,DOV
2021-10-20,Deutsche Bank,Hold,,main,DOV
2021-10-20,Morgan Stanley,Equal-Weight,,main,DOV
2021-10-20,RBC Capital,Sector Perform,,main,DOV
2021-10-20,Wells Fargo,Underweight,,main,DOV
2021-12-10,Deutsche Bank,Hold,,main,DOV
2021-12-17,Mizuho,Buy,,init,DOV
2021-12-20,Wells Fargo,Equal-Weight,Underweight,up,DOV
2022-01-04,Barclays,Overweight,,main,DOV
2022-01-07,Oppenheimer,Outperform,Perform,up,DOV
