Date,Firm,To Grade,From Grade,Action,ABV
2012-06-25,Canaccord Genuity,Hold,Buy,down,ANGO
2012-10-09,Canaccord Genuity,Hold,,main,ANGO
2013-01-04,Canaccord Genuity,Hold,,main,ANGO
2013-03-08,PiperJaffray,Neutral,,main,ANGO
2014-03-12,Raymond James,Outperform,Market Perform,up,ANGO
2014-06-19,Canaccord Genuity,Buy,Hold,up,ANGO
2014-07-24,Raymond James,Outperform,,main,ANGO
2015-07-24,KeyBanc,Outperform,,init,ANGO
2015-09-23,Sidoti & Co.,Neutral,,init,ANGO
2015-11-10,Raymond James,Market Perform,Outperform,down,ANGO
2016-04-05,Canaccord Genuity,Hold,Buy,down,ANGO
2016-11-04,Cantor Fitzgerald,Buy,,init,ANGO
2017-02-08,Barclays,Equal-Weight,,init,ANGO
2017-07-19,Barclays,Equal-Weight,,main,ANGO
2018-04-02,Canaccord Genuity,Hold,Hold,main,ANGO
2018-04-03,Raymond James,Outperform,Market Perform,up,ANGO
2019-01-07,Canaccord Genuity,Hold,Hold,main,ANGO
2019-10-04,KeyBanc,Overweight,,main,ANGO
2020-04-08,KeyBanc,Sector Weight,Overweight,down,ANGO
2020-04-08,Canaccord Genuity,Hold,,main,ANGO
2020-11-25,Raymond James,Strong Buy,Market Perform,up,ANGO
2021-01-08,Raymond James,Strong Buy,,main,ANGO
2021-03-31,Canaccord Genuity,Hold,,main,ANGO
2021-07-09,Raymond James,Strong Buy,,main,ANGO
2021-07-14,Canaccord Genuity,Hold,,main,ANGO
2021-08-20,Oppenheimer,Perform,,init,ANGO
2021-10-15,Canaccord Genuity,Buy,Hold,up,ANGO
