Date,Firm,To Grade,From Grade,Action,ABV
2021-10-25,Telsey Advisory Group,Outperform,,init,OLPX
2021-10-25,Raymond James,Strong Buy,,init,OLPX
2021-10-25,Piper Sandler,Overweight,,init,OLPX
2021-10-25,Truist Securities,Buy,,init,OLPX
2021-10-25,Jefferies,Hold,,init,OLPX
2021-10-25,Goldman Sachs,Buy,,init,OLPX
2021-10-25,Cowen & Co.,Outperform,,init,OLPX
2021-10-25,Evercore ISI Group,Outperform,,init,OLPX
2021-10-25,Morgan Stanley,Equal-Weight,,init,OLPX
2021-10-25,JP Morgan,Overweight,,init,OLPX
2021-11-08,Morgan Stanley,Overweight,Equal-Weight,up,OLPX
